0.000000 0.062500 0.000000 0.606766 -0.679987 -2.07951
0.000100 0.062500 0.000039 0.607002 -0.679728 -2.07949
0.000200 0.062500 0.000079 0.607237 -0.679468 -2.07946
0.000300 0.062500 0.000118 0.607473 -0.679207 -2.07943
0.000400 0.062500 0.000157 0.607709 -0.678946 -2.07941
0.000500 0.062500 0.000196 0.607945 -0.678685 -2.07938
0.000600 0.062500 0.000236 0.608181 -0.678423 -2.07935
0.000700 0.062499 0.000275 0.608417 -0.678161 -2.07932
0.000800 0.062499 0.000314 0.608654 -0.677899 -2.0793
0.000900 0.062499 0.000353 0.60889 -0.677636 -2.07927
0.001000 0.062499 0.000393 0.609127 -0.677372 -2.07924
0.001100 0.062499 0.000432 0.609363 -0.677109 -2.07922
0.001200 0.062498 0.000471 0.6096 -0.676845 -2.07919
0.001300 0.062498 0.000511 0.609836 -0.67658 -2.07917
0.001400 0.062498 0.000550 0.610073 -0.676315 -2.07914
0.001500 0.062497 0.000589 0.61031 -0.67605 -2.07911
0.001600 0.062497 0.000628 0.610547 -0.675784 -2.07909
0.001700 0.062496 0.000668 0.610784 -0.675518 -2.07906
0.001800 0.062496 0.000707 0.611021 -0.675251 -2.07903
0.001900 0.062496 0.000746 0.611259 -0.674985 -2.079
0.002000 0.062495 0.000785 0.611496 -0.674717 -2.07898
0.002100 0.062495 0.000825 0.611734 -0.674449 -2.07895
0.002200 0.062494 0.000864 0.611971 -0.674181 -2.07892
0.002300 0.062493 0.000903 0.612209 -0.673912 -2.0789
0.002400 0.062493 0.000942 0.612446 -0.673643 -2.07887
0.002500 0.062492 0.000982 0.612684 -0.673374 -2.07884
0.002600 0.062492 0.001021 0.612922 -0.673104 -2.07882
0.002700 0.062491 0.001060 0.61316 -0.672833 -2.07879
0.002800 0.062490 0.001100 0.613398 -0.672563 -2.07876
0.002900 0.062490 0.001139 0.613637 -0.672291 -2.07874
0.003000 0.062489 0.001178 0.613875 -0.67202 -2.07871
0.003100 0.062488 0.001217 0.614113 -0.671748 -2.07868
0.003200 0.062487 0.001257 0.614352 -0.671475 -2.07866
0.003300 0.062487 0.001296 0.614591 -0.671202 -2.07863
0.003400 0.062486 0.001335 0.614829 -0.670928 -2.0786
0.003500 0.062485 0.001374 0.615068 -0.670654 -2.07857
0.003600 0.062484 0.001414 0.615307 -0.67038 -2.07855
0.003700 0.062483 0.001453 0.615546 -0.670105 -2.07852
0.003800 0.062482 0.001492 0.615785 -0.66983 -2.07849
0.003900 0.062481 0.001531 0.616025 -0.669554 -2.07847
0.004000 0.062480 0.001571 0.616264 -0.669278 -2.07844
0.004100 0.062479 0.001610 0.616503 -0.669001 -2.07841
0.004200 0.062478 0.001649 0.616743 -0.668724 -2.07839
0.004300 0.062477 0.001688 0.616983 -0.668446 -2.07836
0.004400 0.062476 0.001728 0.617222 -0.668168 -2.07833
0.004500 0.062475 0.001767 0.617462 -0.66789 -2.07831
0.004600 0.062474 0.001806 0.617702 -0.667611 -2.07828
0.004700 0.062473 0.001845 0.617943 -0.667331 -2.07825
0.004800 0.062472 0.001885 0.618183 -0.667051 -2.07823
0.004900 0.062470 0.001924 0.618423 -0.666771 -2.0782
0.005000 0.062469 0.001963 0.618664 -0.66649 -2.07817
0.005100 0.062468 0.002002 0.618904 -0.666208 -2.07815
0.005200 0.062467 0.002042 0.619145 -0.665926 -2.07812
0.005300 0.062465 0.002081 0.619386 -0.665644 -2.07809
0.005400 0.062464 0.002120 0.619627 -0.665361 -2.07806
0.005500 0.062463 0.002159 0.619868 -0.665077 -2.07804
0.005600 0.062461 0.002199 0.620109 -0.664793 -2.07801
0.005700 0.062460 0.002238 0.62035 -0.664509 -2.07798
0.005800 0.062459 0.002277 0.620592 -0.664224 -2.07796
0.005900 0.062457 0.002316 0.620833 -0.663938 -2.07793
0.006000 0.062456 0.002356 0.621075 -0.663652 -2.0779
0.006100 0.062454 0.002395 0.621317 -0.663366 -2.07788
0.006200 0.062453 0.002434 0.621559 -0.663079 -2.07785
0.006300 0.062451 0.002473 0.621801 -0.662791 -2.07782
0.006400 0.062449 0.002513 0.622043 -0.662503 -2.07779
0.006500 0.062448 0.002552 0.622285 -0.662214 -2.07777
0.006600 0.062446 0.002591 0.622528 -0.661925 -2.07774
0.006700 0.062445 0.002630 0.62277 -0.661635 -2.07771
0.006800 0.062443 0.002670 0.623013 -0.661345 -2.07769
0.006900 0.062441 0.002709 0.623256 -0.661054 -2.07766
0.007000 0.062440 0.002748 0.623499 -0.660763 -2.07763
0.007100 0.062438 0.002787 0.623742 -0.660471 -2.07761
0.007200 0.062436 0.002826 0.623985 -0.660178 -2.07758
0.007300 0.062434 0.002866 0.624228 -0.659885 -2.07755
0.007400 0.062432 0.002905 0.624472 -0.659592 -2.07752
0.007500 0.062431 0.002944 0.624716 -0.659297 -2.0775
0.007600 0.062429 0.002983 0.624959 -0.659003 -2.07747
0.007700 0.062427 0.003023 0.625203 -0.658707 -2.07744
0.007800 0.062425 0.003062 0.625447 -0.658411 -2.07742
0.007900 0.062423 0.003101 0.625692 -0.658115 -2.07739
0.008000 0.062421 0.003140 0.625936 -0.657818 -2.07736
0.008100 0.062419 0.003179 0.626181 -0.65752 -2.07734
0.008200 0.062417 0.003219 0.626425 -0.657222 -2.07731
0.008300 0.062415 0.003258 0.62667 -0.656923 -2.07728
0.008400 0.062413 0.003297 0.626915 -0.656624 -2.07725
0.008500 0.062411 0.003336 0.62716 -0.656324 -2.07723
0.008600 0.062409 0.003376 0.627405 -0.656023 -2.0772
0.008700 0.062407 0.003415 0.627651 -0.655722 -2.07717
0.008800 0.062404 0.003454 0.627896 -0.65542 -2.07715
0.008900 0.062402 0.003493 0.628142 -0.655117 -2.07712
0.009000 0.062400 0.003532 0.628388 -0.654814 -2.07709
0.009100 0.062398 0.003572 0.628634 -0.65451 -2.07707
0.009200 0.062396 0.003611 0.62888 -0.654206 -2.07704
0.009300 0.062393 0.003650 0.629126 -0.653901 -2.07701
0.009400 0.062391 0.003689 0.629373 -0.653595 -2.07698
0.009500 0.062389 0.003728 0.62962 -0.653289 -2.07696
0.009600 0.062386 0.003768 0.629866 -0.652982 -2.07693
0.009700 0.062384 0.003807 0.630114 -0.652674 -2.0769
0.009800 0.062382 0.003846 0.630361 -0.652366 -2.07687
0.009900 0.062379 0.003885 0.630608 -0.652056 -2.07685
0.010000 0.062377 0.003924 0.630856 -0.651747 -2.07682
0.010100 0.062374 0.003964 0.631103 -0.651436 -2.07679
0.010200 0.062372 0.004003 0.631351 -0.651125 -2.07677
0.010300 0.062369 0.004042 0.631599 -0.650814 -2.07674
0.010400 0.062367 0.004081 0.631847 -0.650501 -2.07671
0.010500 0.062364 0.004120 0.632096 -0.650188 -2.07668
0.010600 0.062361 0.004160 0.632344 -0.649874 -2.07666
0.010700 0.062359 0.004199 0.632593 -0.649559 -2.07663
0.010800 0.062356 0.004238 0.632842 -0.649244 -2.0766
0.010900 0.062353 0.004277 0.633091 -0.648928 -2.07658
0.011000 0.062351 0.004316 0.633341 -0.648611 -2.07655
0.011100 0.062348 0.004355 0.63359 -0.648294 -2.07652
0.011200 0.062345 0.004395 0.63384 -0.647975 -2.0765
0.011300 0.062343 0.004434 0.63409 -0.647656 -2.07647
0.011400 0.062340 0.004473 0.63434 -0.647336 -2.07644
0.011500 0.062337 0.004512 0.63459 -0.647016 -2.07641
0.011600 0.062334 0.004551 0.634841 -0.646694 -2.07639
0.011700 0.062331 0.004590 0.635091 -0.646372 -2.07636
0.011800 0.062328 0.004630 0.635342 -0.646049 -2.07633
0.011900 0.062325 0.004669 0.635593 -0.645725 -2.07631
0.012000 0.062322 0.004708 0.635845 -0.645401 -2.07628
0.012100 0.062319 0.004747 0.636096 -0.645075 -2.07625
0.012200 0.062316 0.004786 0.636348 -0.644749 -2.07622
0.012300 0.062313 0.004825 0.6366 -0.644422 -2.0762
0.012400 0.062310 0.004865 0.636852 -0.644094 -2.07617
0.012500 0.062307 0.004904 0.637105 -0.643765 -2.07614
0.012600 0.062304 0.004943 0.637357 -0.643435 -2.07612
0.012700 0.062301 0.004982 0.63761 -0.643105 -2.07609
0.012800 0.062298 0.005021 0.637863 -0.642773 -2.07606
0.012900 0.062295 0.005060 0.638117 -0.642441 -2.07603
0.013000 0.062292 0.005099 0.63837 -0.642108 -2.07601
0.013100 0.062288 0.005139 0.638624 -0.641773 -2.07598
0.013200 0.062285 0.005178 0.638878 -0.641438 -2.07595
0.013300 0.062282 0.005217 0.639132 -0.641102 -2.07592
0.013400 0.062279 0.005256 0.639387 -0.640765 -2.0759
0.013500 0.062275 0.005295 0.639642 -0.640427 -2.07587
0.013600 0.062272 0.005334 0.639897 -0.640088 -2.07584
0.013700 0.062269 0.005373 0.640152 -0.639748 -2.07582
0.013800 0.062265 0.005412 0.640408 -0.639407 -2.07579
0.013900 0.062262 0.005452 0.640664 -0.639065 -2.07576
0.014000 0.062258 0.005491 0.64092 -0.638722 -2.07573
0.014100 0.062255 0.005530 0.641176 -0.638377 -2.07571
0.014200 0.062251 0.005569 0.641433 -0.638032 -2.07568
0.014300 0.062248 0.005608 0.64169 -0.637685 -2.07565
0.014400 0.062244 0.005647 0.641947 -0.637338 -2.07563
0.014500 0.062241 0.005686 0.642205 -0.636989 -2.0756
0.014600 0.062237 0.005725 0.642463 -0.636639 -2.07557
0.014700 0.062234 0.005764 0.642721 -0.636288 -2.07554
0.014800 0.062230 0.005804 0.64298 -0.635935 -2.07552
0.014900 0.062226 0.005843 0.643239 -0.635582 -2.07549
0.015000 0.062223 0.005882 0.643498 -0.635227 -2.07546
0.015100 0.062219 0.005921 0.643757 -0.634871 -2.07544
0.015200 0.062215 0.005960 0.644017 -0.634513 -2.07541
0.015300 0.062211 0.005999 0.644278 -0.634154 -2.07538
0.015400 0.062208 0.006038 0.644538 -0.633793 -2.07535
0.015500 0.062204 0.006077 0.644799 -0.633431 -2.07533
0.015600 0.062200 0.006116 0.645061 -0.633068 -2.0753
0.015700 0.062196 0.006155 0.645322 -0.632703 -2.07527
0.015800 0.062192 0.006194 0.645585 -0.632336 -2.07524
0.015900 0.062188 0.006234 0.645847 -0.631968 -2.07522
0.016000 0.062184 0.006273 0.64611 -0.631598 -2.07519
0.016100 0.062180 0.006312 0.646374 -0.631226 -2.07516
0.016200 0.062177 0.006351 0.646638 -0.630852 -2.07514
0.016300 0.062173 0.006390 0.646902 -0.630476 -2.07511
0.016400 0.062168 0.006429 0.647167 -0.630098 -2.07508
0.016500 0.062164 0.006468 0.647433 -0.629718 -2.07505
0.016600 0.062160 0.006507 0.647699 -0.629336 -2.07503
0.016700 0.062156 0.006546 0.647966 -0.628951 -2.075
0.016800 0.062152 0.006585 0.648234 -0.628564 -2.07497
0.016900 0.062148 0.006624 0.648502 -0.628173 -2.07495
0.017000 0.062144 0.006663 0.648771 -0.62778 -2.07492
0.017100 0.062140 0.006702 0.64904 -0.627383 -2.07489
0.017200 0.062135 0.006741 0.649311 -0.626983 -2.07486
0.017300 0.062131 0.006780 0.649582 -0.626578 -2.07484
0.017400 0.062127 0.006819 0.649855 -0.626169 -2.07481
0.017500 0.062123 0.006858 0.650129 -0.625755 -2.07478
0.017600 0.062118 0.006897 0.650404 -0.625335 -2.07476
0.017700 0.062114 0.006936 0.650681 -0.624907 -2.07473
0.017800 0.062110 0.006975 0.65096 -0.624471 -2.0747
0.017900 0.062105 0.007015 0.651242 -0.624023 -2.07467
0.018000 0.062101 0.007054 0.651527 -0.62356 -2.07465
0.018100 0.062096 0.007093 0.651817 -0.623076 -2.07462
0.018200 0.062092 0.007132 0.652115 -0.622554 -2.07459
0.018300 0.062087 0.007171 0.652431 -0.62195 -2.07456
0.018400 0.062083 0.007210 0.653011 -0.619864 -2.07454
0.018500 0.062078 0.007249 0.65331 -0.619206 -2.07451
0.018600 0.062074 0.007288 0.653591 -0.618657 -2.07448
0.018700 0.062069 0.007327 0.653866 -0.618149 -2.07446
0.018800 0.062064 0.007366 0.654137 -0.617664 -2.07443
0.018900 0.062060 0.007405 0.654407 -0.617194 -2.0744
0.019000 0.062055 0.007444 0.654675 -0.616733 -2.07437
0.019100 0.062050 0.007483 0.654942 -0.61628 -2.07435
0.019200 0.062046 0.007522 0.655208 -0.615833 -2.07432
0.019300 0.062041 0.007561 0.655474 -0.61539 -2.07429
0.019400 0.062036 0.007600 0.65574 -0.614951 -2.07427
0.019500 0.062031 0.007638 0.656005 -0.614514 -2.07424
0.019600 0.062027 0.007677 0.65627 -0.614079 -2.07421
0.019700 0.062022 0.007716 0.656535 -0.613647 -2.07418
