2.000000 0.042033 0.001656 8e-05 -0.607522
1.990000 0.042551 0.003099 -0.001359 -0.611523
1.980000 0.042871 0.001728 -0.000935 -0.61572
1.970000 0.043158 0.002899 -0.002296 -0.619921
1.960000 0.042058 0.003682 -0.000783 -0.62295
1.950000 0.042094 0.004088 -0.000423 -0.625927
1.940000 0.042623 0.002395 0.000273 -0.629561
1.930000 0.04295 0.001833 0.000642 -0.63301
1.920000 0.043483 0.002202 -0.000855 -0.637175
1.910000 0.043555 0.002366 -0.001482 -0.641501
1.900000 0.044047 0.002081 -0.002996 -0.645621
1.890000 0.043455 0.002934 -0.002224 -0.649575
1.880000 0.044429 0.003854 -0.001741 -0.653341
1.870000 0.043512 0.003634 0.0022 -0.657077
1.860000 0.044135 0.00234 -4.1e-05 -0.661289
1.850000 0.044443 0.001595 -0.00021 -0.665313
1.840000 0.044813 0.003966 -0.002173 -0.66989
1.830000 0.044471 0.002341 -0.002733 -0.6745
1.820000 0.045042 0.003171 -0.002752 -0.679603
1.810000 0.04494 0.005008 -0.001897 -0.683062
1.800000 0.044635 0.005214 -0.000192 -0.686987
1.790000 0.044733 0.002544 0.000163 -0.691295
1.780000 0.045654 0.002751 0.001168 -0.695415
1.770000 0.045717 0.003934 -0.003269 -0.700959
1.760000 0.045399 0.003782 -0.001276 -0.706314
1.750000 0.046138 0.002985 -0.00343 -0.711197
1.740000 0.045894 0.003393 -0.002613 -0.716168
1.730000 0.045979 0.005749 -0.001079 -0.720278
1.720000 0.046086 0.003622 0.001235 -0.724395
1.710000 0.046404 0.003498 0.000227 -0.729708
1.700000 0.047167 0.003753 -0.00049 -0.734765
1.690000 0.047161 0.00423 -0.001119 -0.74021
1.680000 0.047253 0.003195 -0.002943 -0.746694
1.670000 0.047372 0.003948 -0.00196 -0.752009
1.660000 0.047411 0.005378 -0.002215 -0.757307
1.650000 0.046481 0.005681 0.001778 -0.76174
1.640000 0.048446 0.003111 0.001196 -0.767576
1.630000 0.048186 0.00438 0.000136 -0.772362
1.620000 0.049253 0.005201 -0.000938 -0.778674
1.610000 0.048728 0.004762 -0.003218 -0.785481
1.600000 0.049374 0.003496 -0.004167 -0.791788
1.590000 0.049592 0.004055 -0.002739 -0.797124
1.580000 0.049429 0.006673 0.000348 -0.80291
1.570000 0.050281 0.006084 0.000543 -0.808775
1.560000 0.05039 0.004754 0.001787 -0.81452
1.550000 0.051965 0.005897 0.000324 -0.821252
1.540000 0.050498 0.006811 -0.001845 -0.82823
1.530000 0.051458 0.005734 -0.002992 -0.835207
1.520000 0.051527 0.006294 -0.003301 -0.842289
1.510000 0.052383 0.008987 -0.001436 -0.848745
1.500000 0.051616 0.009131 0.002823 -0.854483
1.490000 0.052199 0.00573 0.002741 -0.861205
1.480000 0.054858 0.005044 0.00457 -0.868752
1.470000 0.054648 0.007961 -0.000242 -0.876384
1.460000 0.054452 0.00651 -0.001446 -0.88474
1.450000 0.054304 0.007836 -0.004466 -0.892546
1.440000 0.056323 0.008915 -0.004225 -0.899616
1.430000 0.055611 0.011936 0.001681 -0.90581
1.420000 0.056208 0.008184 0.002616 -0.913537
1.410000 0.056353 0.007142 0.005438 -0.920783
1.400000 0.058434 0.009165 -0.001003 -0.930542
1.390000 0.058498 0.009963 -0.004501 -0.938806
1.380000 0.057288 0.008791 -0.007504 -0.947854
1.370000 0.057975 0.008633 -0.005993 -0.955995
1.360000 0.059618 0.01175 -0.00282 -0.964187
1.350000 0.06133 0.014506 0.004563 -0.971562
1.340000 0.060187 0.008815 0.003287 -0.980174
1.330000 0.062733 0.01014 0.000339 -0.989581
1.320000 0.062531 0.013929 -0.002415 -0.999693
1.310000 0.061559 0.012561 -0.009639 -1.00983
1.300000 0.063722 0.013313 -0.007985 -1.01915
1.290000 0.066723 0.018529 -0.008209 -1.02899
1.280000 0.063557 0.016674 -0.00151 -1.03693
1.270000 0.067728 0.015789 0.003911 -1.04663
1.260000 0.069371 0.013254 0.005556 -1.05605
1.250000 0.069428 0.016046 -0.003718 -1.06684
1.240000 0.06751 0.014733 -0.001363 -1.07876
1.230000 0.069983 0.015918 -0.018648 -1.08965
1.220000 0.071999 0.014216 -0.013474 -1.09903
1.210000 0.071193 0.019346 -0.003852 -1.10882
1.200000 0.075875 0.020096 0.003271 -1.11859
1.190000 0.073322 0.018564 0.009914 -1.12911
1.180000 0.081675 0.019528 0.002707 -1.14068
1.170000 0.079741 0.022292 -0.008507 -1.15269
1.160000 0.077611 0.024778 -0.022488 -1.16498
1.150000 0.088085 0.024808 -0.025703 -1.17653
1.140000 0.083441 0.028358 -0.011875 -1.18774
1.130000 0.087244 0.027078 0.016065 -1.19816
1.120000 0.082802 0.027925 0.003807 -1.20993
1.110000 0.085589 0.025029 0.017198 -1.2208
1.100000 0.085355 0.032152 0.015695 -1.23389
1.090000 0.098623 0.030709 -0.035414 -1.24713
1.080000 0.101706 0.02681 -0.05763 -1.26011
1.070000 0.122196 0.033073 -0.053341 -1.27282
1.060000 0.122934 0.045482 -0.027109 -1.28352
1.050000 0.104378 0.032262 -0.018508 -1.2948
1.040000 0.105414 0.032991 -0.011125 -1.30582
1.030000 0.098926 0.039847 -0.018871 -1.31877
1.020000 0.11232 0.034798 -0.039916 -1.33138
1.010000 0.144116 0.040376 -0.117433 -1.34633
1.000000 0.156964 0.043287 -0.022133 -1.35795
0.990000 0.136639 0.046927 -0.102334 -1.37268
0.980000 0.140417 0.049913 0.095726 -1.38284
0.970000 0.190813 0.043227 -0.176024 -1.39253
0.960000 0.251361 0.041296 -0.244168 -1.40781
0.950000 0.326202 0.044771 -0.319678 -1.42371
0.940000 0.475982 0.029011 -0.473402 -1.44277
0.930000 0.423169 0.035331 -0.419343 -1.45031
0.920000 0.495399 0.037718 -0.4914 -1.46647
0.910000 0.536319 0.038596 -0.533254 -1.47665
0.900000 0.512961 0.049136 -0.508543 -1.48501
0.890000 0.563502 0.0357 -0.560741 -1.49742
0.880000 0.563152 0.040292 -0.560019 -1.50756
0.870000 0.589469 0.032205 -0.586969 -1.51931
0.860000 0.549647 0.026789 -0.547493 -1.52765
0.850000 0.612617 0.031666 -0.610282 -1.53904
0.840000 0.620374 0.043489 -0.61745 -1.54748
0.830000 0.613865 0.041156 -0.610939 -1.55511
0.820000 0.630516 0.036213 -0.628247 -1.56388
0.810000 0.633922 0.032605 -0.631952 -1.57255
0.800000 0.638337 0.028038 -0.636375 -1.5819
0.790000 0.650794 0.030892 -0.648894 -1.59112
0.780000 0.660284 0.032305 -0.658053 -1.59882
0.770000 0.660495 0.050591 -0.657373 -1.60675
0.760000 0.659621 0.038862 -0.657307 -1.61351
0.750000 0.665812 0.041503 -0.663414 -1.62069
0.740000 0.671697 0.035783 -0.66925 -1.6285
0.730000 0.677626 0.038978 -0.675542 -1.63628
0.720000 0.684641 0.035164 -0.682397 -1.64397
0.710000 0.688262 0.031692 -0.68656 -1.65118
0.700000 0.693374 0.038893 -0.691472 -1.65881
0.690000 0.696612 0.035522 -0.694633 -1.66545
0.680000 0.698838 0.041534 -0.696582 -1.67182
0.670000 0.701922 0.040694 -0.699636 -1.67855
0.660000 0.705465 0.039913 -0.703304 -1.6856
0.650000 0.71057 0.034003 -0.708935 -1.69267
0.640000 0.717481 0.033116 -0.71594 -1.69989
0.630000 0.720986 0.032297 -0.719594 -1.70655
0.620000 0.726229 0.040511 -0.724401 -1.71307
0.610000 0.723697 0.044961 -0.721478 -1.7191
0.600000 0.725031 0.035447 -0.723319 -1.7251
0.590000 0.731655 0.041842 -0.729503 -1.7316
0.580000 0.738393 0.034457 -0.736918 -1.7382
0.570000 0.73823 0.033252 -0.736675 -1.74476
0.560000 0.745681 0.028779 -0.744503 -1.7512
0.550000 0.748335 0.033851 -0.746956 -1.7573
0.540000 0.750674 0.041662 -0.748791 -1.76336
0.530000 0.750023 0.043764 -0.748048 -1.76926
0.520000 0.752904 0.034546 -0.751472 -1.77499
0.510000 0.756163 0.036356 -0.754529 -1.78134
0.500000 0.761263 0.034063 -0.760016 -1.78774
0.490000 0.767818 0.033584 -0.766634 -1.794
0.480000 0.771021 0.037631 -0.769592 -1.79979
0.470000 0.771725 0.038829 -0.77024 -1.80569
0.460000 0.772927 0.040229 -0.771429 -1.81135
0.450000 0.775714 0.0399 -0.774188 -1.81706
0.440000 0.77884 0.038713 -0.777431 -1.82276
0.430000 0.782934 0.037351 -0.781495 -1.82878
0.420000 0.788014 0.032106 -0.786887 -1.83484
0.410000 0.792681 0.038181 -0.791102 -1.84058
0.400000 0.793061 0.035744 -0.791977 -1.84627
0.390000 0.795724 0.035452 -0.794456 -1.85183
0.380000 0.796613 0.038797 -0.795212 -1.85731
0.370000 0.800125 0.042063 -0.798671 -1.863
0.360000 0.802253 0.036695 -0.801156 -1.86871
0.350000 0.808548 0.041353 -0.807055 -1.87454
0.340000 0.809409 0.029677 -0.808578 -1.88018
0.330000 0.813523 0.031493 -0.812685 -1.88569
0.320000 0.815019 0.03833 -0.813788 -1.89109
0.310000 0.815017 0.041291 -0.813685 -1.89641
0.300000 0.82024 0.039591 -0.818992 -1.90197
0.290000 0.8231 0.037632 -0.821941 -1.90741
0.280000 0.824144 0.041777 -0.822815 -1.91292
0.270000 0.828975 0.036133 -0.827989 -1.91848
0.260000 0.833019 0.033344 -0.832164 -1.92393
0.250000 0.833583 0.037181 -0.832566 -1.92918
0.240000 0.835297 0.039237 -0.834171 -1.93447
0.230000 0.837977 0.038665 -0.836899 -1.93988
0.220000 0.840503 0.042807 -0.839216 -1.94513
0.210000 0.841766 0.037225 -0.840746 -1.95041
0.200000 0.846985 0.041486 -0.845839 -1.95596
0.190000 0.84982 0.034901 -0.849009 -1.96121
0.180000 0.852235 0.041864 -0.851111 -1.96642
0.170000 0.853079 0.040688 -0.851983 -1.97168
0.160000 0.856949 0.040449 -0.85589 -1.97683
0.150000 0.858282 0.036051 -0.857409 -1.98202
0.140000 0.861931 0.042073 -0.860834 -1.98721
0.130000 0.863467 0.037307 -0.862592 -1.99243
0.120000 0.866889 0.040046 -0.865902 -1.99765
0.110000 0.868221 0.039377 -0.867283 -2.0028
0.100000 0.870335 0.040569 -0.869338 -2.00794
0.090000 0.872859 0.038133 -0.871955 -2.01303
0.080000 0.875828 0.039506 -0.874881 -2.01813
0.070000 0.878705 0.03547 -0.877963 -2.02318
0.060000 0.880021 0.038736 -0.879148 -2.02832
0.050000 0.883868 0.037714 -0.88305 -2.03339
0.040000 0.885655 0.040978 -0.884694 -2.03848
