
theta(h[:])	 h[0]	 h[1]	 <m[0]>	 <m[1]>	 <E>	 dim_{Lat}=2	 L=128,128	 J=1.000000,1.000000	 {/Symbol s}_J=0.000000,0.000000	 <J_{ij}>=0.000000,0.000000	 dim_(Spin}=2	 h=-,0.000000	 {/Symbol s}_h=0.500000,0.000000	 <h_i>=0.000648,0.000000	 order=1.000000,0.000000	 order_h=0	 order_r=1	 MCS/{/Symbol d}h=1/0.000100	 

Updating all (first)black/(then)white checkerboard sites simultaneously.. 
0.000000	 0.250000	 0.000000	 0.999985	 -0.000343	 -2.250648	 
0.000100	 0.250000	 0.000157	 0.999988	 0.000913	 -2.250648	 
0.000200	 0.250000	 0.000314	 0.999975	 0.002819	 -2.250648	 
0.000300	 0.250000	 0.000471	 0.999966	 0.004048	 -2.250648	 
0.000400	 0.249999	 0.000628	 0.999956	 0.005273	 -2.250649	 
0.000500	 0.249999	 0.000785	 0.999943	 0.006495	 -2.250649	 
0.000600	 0.249998	 0.000942	 0.999929	 0.007713	 -2.250650	 
0.000700	 0.249998	 0.001100	 0.999913	 0.008927	 -2.250651	 
0.000800	 0.249997	 0.001257	 0.999894	 0.010138	 -2.250651	 
0.000900	 0.249996	 0.001414	 0.999874	 0.011346	 -2.250652	 
0.001000	 0.249995	 0.001571	 0.999852	 0.012552	 -2.250653	 
0.001100	 0.249994	 0.001728	 0.999828	 0.013754	 -2.250654	 
0.001200	 0.249993	 0.001885	 0.999802	 0.014954	 -2.250655	 
0.001300	 0.249992	 0.002042	 0.999775	 0.016151	 -2.250656	 
0.001400	 0.249990	 0.002199	 0.999745	 0.017346	 -2.250658	 
0.001500	 0.249989	 0.002356	 0.999714	 0.018538	 -2.250659	 
0.001600	 0.249987	 0.002513	 0.999682	 0.019729	 -2.250661	 
0.001700	 0.249986	 0.002670	 0.999647	 0.020917	 -2.250662	 
0.001800	 0.249984	 0.002827	 0.999611	 0.022103	 -2.250664	 
0.001900	 0.249982	 0.002984	 0.999573	 0.023288	 -2.250666	 
0.002000	 0.249980	 0.003142	 0.999534	 0.024470	 -2.250667	 
0.002100	 0.249978	 0.003299	 0.999493	 0.025651	 -2.250669	 
0.002200	 0.249976	 0.003456	 0.999450	 0.026830	 -2.250671	 
0.002300	 0.249974	 0.003613	 0.999406	 0.028007	 -2.250673	 
0.002400	 0.249972	 0.003770	 0.999360	 0.029183	 -2.250676	 
0.002500	 0.249969	 0.003927	 0.999312	 0.030357	 -2.250678	 
0.002600	 0.249967	 0.004084	 0.999263	 0.031529	 -2.250680	 
0.002700	 0.249964	 0.004241	 0.999212	 0.032700	 -2.250683	 
0.002800	 0.249961	 0.004398	 0.999159	 0.033869	 -2.250685	 
0.002900	 0.249958	 0.004555	 0.999105	 0.035037	 -2.250688	 
