5.44253037336142720e-01	8.38921111517872742e-01	
4.52754042959279845e-01	8.91635450497582305e-01	
3.53557600491415158e-01	9.35412755490726111e-01	
2.95260411422314684e-01	9.55416814509104984e-01	
1.86007951682190004e-01	9.82548238974044419e-01	
1.48523152188396762e-01	9.88908930723159330e-01	
3.63152268610456630e-01	9.31729805149045909e-01	
5.14849404569290292e-01	8.57280637023050573e-01	
5.19148874189456544e-01	8.54683828341112228e-01	
5.04470232210265102e-01	8.63429084994083884e-01	
4.72675906748651342e-01	8.81236340137729779e-01	
3.30695550998756915e-01	9.43737491334125322e-01	
2.81362131702564744e-01	9.59601662589112392e-01	
1.25003875338107806e-01	9.92156253394824383e-01	
6.24551570541342568e-02	9.98047771079793367e-01	
3.04973867476668492e-01	9.52360719557628244e-01	
5.02753213713906688e-01	8.64429989125978238e-01	
7.13268446022747415e-01	7.00890950083032038e-01	
7.91041523380018763e-01	6.11762460672947150e-01	
7.99016082161431385e-01	6.01309654377340519e-01	
8.82296311438872438e-01	4.70694400669224411e-01	
9.54022611178816815e-01	2.99734644910380432e-01	
9.99658781159774468e-01	2.61212796423557041e-02	
9.71504172328459314e-01	-2.37022452836002734e-01	
8.76951132284601864e-01	-4.80579558017977693e-01	
4.80018342328830283e-01	-8.77258451670818618e-01	
-1.36545300559134802e-01	-9.90633827857304472e-01	
-4.66149600545345377e-01	-8.84705911538639422e-01	
-5.78133484836711342e-01	-8.15942199981444793e-01	
-6.51539872864432934e-01	-7.58614390891577117e-01	
-6.49607351557471180e-01	-7.60269878926219222e-01	
-3.46554657316626713e-01	-9.38029780706431171e-01	
8.66045105874179016e-02	-9.96242770988032711e-01	
2.37637751823012888e-01	-9.71353848455084989e-01	
8.13455353160029593e-01	-5.81627362161798223e-01	
9.45045622642328942e-01	-3.26938482171452049e-01	
9.71497973881011334e-01	-2.37047857499471437e-01	
9.96823829086229352e-01	7.96382682249426599e-02	
9.33223195093126789e-01	3.59297186379431477e-01	
7.97063468643079087e-01	6.03895543082297648e-01	
7.83369258703039639e-01	6.21556598001380967e-01	
6.86037267879707424e-01	7.27566400461254537e-01	
6.07786100587355160e-01	7.94100784493264045e-01	
3.54886204803889993e-01	9.34909504518962264e-01	
2.06814249154347790e-01	9.78380225856350538e-01	
4.13185606227473370e-02	9.99146023636217073e-01	
-1.90879992168431822e-01	9.81613380404820934e-01	
1.48615614796568547e-02	9.99889560896795482e-01	
-1.45000343641201734e-01	9.89431604682169730e-01	
-1.98053341326063607e-02	9.99803855133543640e-01	
1.69356486699746733e-01	9.85554859159406993e-01	
5.75837614925947761e-01	8.17564089987076081e-01	
5.08456937649779839e-01	8.61087418649121861e-01	
4.12871640855674016e-01	9.10789222694879830e-01	
3.38622093734292973e-01	9.40922461011003630e-01	
5.44732166049906708e-01	8.38610080592033569e-01	
6.02787896670208379e-01	7.97901467367936545e-01	
4.72874317211002870e-01	8.81129888337824907e-01	
3.41411053867570646e-01	9.39914087721337776e-01	
2.85903668189951443e-01	9.58258364177182798e-01	
2.02437522236621953e-01	9.79295180009938204e-01	
3.72593312185330483e-01	9.27994732589988880e-01	
3.94018708034073517e-01	9.19102419602494392e-01	
3.35772888529844271e-01	9.41942974562857915e-01	
2.28380824435878232e-01	9.73571876663448355e-01	
1.22887533824855510e-01	9.92420603388727174e-01	
1.85879765877721009e-01	9.82572497395099997e-01	
7.82516366212201719e-02	9.96933639399383842e-01	
2.07498492445061689e-01	9.78235337550748207e-01	
1.77219290854595202e-01	9.84171389011586073e-01	
1.53441138720481596e-01	9.88157789499309658e-01	
5.71068484178070476e-02	9.98368072337945778e-01	
1.34877009035857642e-01	9.90862347873578853e-01	
1.48501497842618818e-01	9.88912182723268196e-01	
-1.63445046355228635e-01	9.86552439975664552e-01	
-9.45285370492634884e-03	9.99955320780300250e-01	
-2.65436852640733079e-01	9.64128247309548270e-01	
-9.17888410144970524e-02	9.95778493775204554e-01	
1.42593135536012133e-01	9.89781388842005061e-01	
4.83779747198588628e-01	8.75189782961655394e-01	
6.09007212931034547e-01	7.93164683150966887e-01	
5.68426271264800720e-01	8.22734206251323208e-01	
5.67214779748593578e-01	8.23569908164907716e-01	
4.83668678891290560e-01	8.75251169127784667e-01	
3.16204003721860694e-01	9.48691218484847942e-01	
2.09212440761751106e-01	9.77870213592024085e-01	
2.42360225498769705e-01	9.70186333183572280e-01	
3.22155182702535126e-01	9.46686874451048932e-01	
3.52368752080603864e-01	9.35861241080726658e-01	
4.99759258506932647e-01	8.66164351342515793e-01	
4.24130264548386926e-01	9.05601191857715815e-01	
2.97412504277606959e-01	9.54749078187207556e-01	
2.24757695928448575e-01	9.74414684885719029e-01	
2.77331623322022602e-01	9.60774255850754821e-01	
5.46108810072806983e-01	8.37714251735556137e-01	
6.40152316187371673e-01	7.68248014693134973e-01	
7.92458866672781537e-01	6.09925359885691853e-01	
8.89984617793145971e-01	4.55990548248083605e-01	
9.52803668897013512e-01	3.03587167937629077e-01	
9.68760277819847526e-01	2.47999040559458511e-01	
9.94848583950107002e-01	1.01372062287728743e-01	
9.95249194909436530e-01	-9.73603617090570972e-02	
9.32327875722906430e-01	-3.61614065199367896e-01	
7.83156475830177556e-01	-6.21824681373501331e-01	
