
theta(h[:])	 h[0]	 h[1]	 <m[0]>	 <m[1]>	 <E>	 dim_{Lat}=2	 L=128,128	 J=1.000000,1.000000	 {/Symbol s}_J=0.000000,0.000000	 <J_{ij}>=0.000000,0.000000	 dim_(Spin}=2	 h=-,0.000000	 {/Symbol s}_h=0.500000,0.000000	 <h_i>=-0.000085,0.000000	 order=1.000000,0.000000	 order_h=0	 order_r=1	 MCS/{/Symbol d}h=1/0.000100	 

Updating all (first)black/(then)white checkerboard sites simultaneously.. 
0.000000	 0.062500	 0.000000	 0.594507	 -0.704494	 -2.076079	 
0.000100	 0.062500	 0.000039	 0.594748	 -0.704252	 -2.076052	 
0.000200	 0.062500	 0.000079	 0.594988	 -0.704009	 -2.076024	 
0.000300	 0.062500	 0.000118	 0.595229	 -0.703765	 -2.075996	 
0.000400	 0.062500	 0.000157	 0.595470	 -0.703521	 -2.075969	 
0.000500	 0.062500	 0.000196	 0.595711	 -0.703277	 -2.075941	 
0.000600	 0.062500	 0.000236	 0.595952	 -0.703033	 -2.075913	 
0.000700	 0.062499	 0.000275	 0.596193	 -0.702788	 -2.075885	 
0.000800	 0.062499	 0.000314	 0.596434	 -0.702543	 -2.075858	 
0.000900	 0.062499	 0.000353	 0.596675	 -0.702297	 -2.075830	 
0.001000	 0.062499	 0.000393	 0.596916	 -0.702051	 -2.075802	 
0.001100	 0.062499	 0.000432	 0.597158	 -0.701805	 -2.075775	 
0.001200	 0.062498	 0.000471	 0.597399	 -0.701558	 -2.075747	 
0.001300	 0.062498	 0.000511	 0.597641	 -0.701311	 -2.075719	 
0.001400	 0.062498	 0.000550	 0.597883	 -0.701064	 -2.075691	 
0.001500	 0.062497	 0.000589	 0.598125	 -0.700816	 -2.075664	 
0.001600	 0.062497	 0.000628	 0.598367	 -0.700568	 -2.075636	 
0.001700	 0.062496	 0.000668	 0.598609	 -0.700319	 -2.075608	 
0.001800	 0.062496	 0.000707	 0.598851	 -0.700070	 -2.075580	 
0.001900	 0.062496	 0.000746	 0.599093	 -0.699821	 -2.075553	 
0.002000	 0.062495	 0.000785	 0.599335	 -0.699571	 -2.075525	 
0.002100	 0.062495	 0.000825	 0.599578	 -0.699321	 -2.075497	 
0.002200	 0.062494	 0.000864	 0.599820	 -0.699071	 -2.075469	 
0.002300	 0.062493	 0.000903	 0.600063	 -0.698820	 -2.075442	 
0.002400	 0.062493	 0.000942	 0.600306	 -0.698569	 -2.075414	 
