11  2
11  2
11  2
9   7
9   7
9   7
8   3
8   3
8   3
7   3
7   3
7   3
6   3
6   3
6   3
5   4
5   4
5   4
4   1
4   1
4   1
3   5
3   5
3   5
2   10
2   10
2   10
1   4
1   4
1   4
