2.000000 0.062500 0.000000 0.284699 0.00309647 0.0432801 0.0217239 0.00123549 0.000937197 0.916763 0.00594088
1.950000 0.062500 0.000000 0.286782 0.00326168 0.0467796 0.0231215 0.00123392 0.000830358 0.935837 0.00590615
1.900000 0.062500 0.000000 0.290024 0.00351333 0.0498675 0.0245095 0.00167403 0.0011922 0.951653 0.00641874
1.850000 0.062500 0.000000 0.293602 0.00372063 0.0526832 0.0258948 0.00424452 0.00164735 0.971355 0.00689401
1.800000 0.062500 0.000000 0.294402 0.0040669 0.0518652 0.0269266 0.00146042 0.0010214 0.987048 0.00700121
1.750000 0.062500 0.000000 0.299512 0.00509543 0.061855 0.0292665 0.0015389 0.00122327 1.00627 0.00758277
1.700000 0.062500 0.000000 0.303611 0.00530903 0.0645264 0.0310751 0.00132117 0.00108433 1.02784 0.00785183
1.650000 0.062500 0.000000 0.306362 0.0060855 0.0681156 0.0328479 0.00340089 0.00174249 1.0467 0.00866068
1.600000 0.062500 0.000000 0.311642 0.00680815 0.073771 0.0353531 0.00133816 0.000965546 1.0673 0.0091423
1.550000 0.062500 0.000000 0.316301 0.00738548 0.077926 0.0376554 0.00327276 0.00185018 1.09131 0.00962401
1.500000 0.062500 0.000000 0.322525 0.00857904 0.0844709 0.0409148 0.00326647 0.00168919 1.11469 0.0104174
1.450000 0.062500 0.000000 0.326968 0.00957565 0.0907918 0.0441527 0.00885963 0.00188439 1.13764 0.0109878
1.400000 0.062500 0.000000 0.333777 0.0110344 0.097645 0.0481009 0.00277912 0.00178464 1.16465 0.0120906
1.350000 0.062500 0.000000 0.343125 0.0122001 0.10902 0.0524215 0.00343023 0.00217823 1.19093 0.0129112
1.300000 0.062500 0.000000 0.349753 0.0138027 0.110169 0.0566824 0.00197778 0.00153268 1.21681 0.0139025
1.250000 0.062500 0.000000 0.361131 0.0178923 0.135132 0.0636178 0.00213554 0.00158547 1.24525 0.0162874
1.200000 0.062500 0.000000 0.3759 0.0195946 0.144655 0.0685992 0.00995343 0.0028135 1.27745 0.0170471
1.150000 0.062500 0.000000 0.389058 0.0237932 0.166913 0.0754254 0.00667701 0.00320018 1.31059 0.0193528
1.100000 0.062500 0.000000 0.407334 0.0284134 0.19016 0.0843551 0.00360726 0.0025726 1.34437 0.0218831
1.050000 0.062500 0.000000 0.422703 0.0315419 0.201961 0.0919916 0.0106401 0.00435392 1.37803 0.0232371
1.000000 0.062500 0.000000 0.444442 0.0350834 0.222878 0.10152 0.0108682 0.0063871 1.41622 0.024981
0.950000 0.062500 0.000000 0.477806 0.0400679 0.254692 0.111691 0.0094132 0.0055218 1.45754 0.0273211
0.900000 0.062500 0.000000 0.50708 0.0434666 0.288198 0.121531 0.00968274 0.00679737 1.49966 0.0290493
0.850000 0.062500 0.000000 0.542367 0.045813 0.320304 0.13093 0.0168728 0.00891868 1.54017 0.0303179
0.800000 0.062500 0.000000 0.579973 0.0470282 0.35141 0.141057 0.011921 0.0086163 1.58224 0.0311641
0.750000 0.062500 0.000000 0.621133 0.0466835 0.394149 0.147657 0.0172134 0.0148051 1.62626 0.0314801
0.700000 0.062500 0.000000 0.660991 0.0416746 0.421883 0.155416 0.0306916 0.0203527 1.66551 0.0299843
0.650000 0.062500 0.000000 0.700557 0.0345803 0.465805 0.156429 0.02892 0.0317381 1.70604 0.0280216
0.600000 0.062500 0.000000 0.736588 0.0274682 0.492541 0.171285 0.031733 0.0351859 1.74454 0.0266147
0.550000 0.062500 0.000000 0.767112 0.0231627 0.520271 0.171203 0.0673481 0.0701802 1.77852 0.0254279
0.500000 0.062500 0.000000 0.786326 0.0207781 0.52912 0.177191 0.0827181 0.0606694 1.80965 0.0244727
0.450000 0.062500 0.000000 0.8108 0.0192291 0.545666 0.187204 0.0805983 0.116049 1.84025 0.0236494
0.400000 0.062500 0.000000 0.830595 0.0187929 0.561511 0.195364 0.0933472 0.143166 1.86914 0.0232022
0.350000 0.062500 0.000000 0.848406 0.019356 0.575557 0.208343 0.185832 0.242038 1.89708 0.0229216
0.300000 0.062500 0.000000 0.866034 0.0196787 0.588647 0.222917 0.206279 0.27248 1.92448 0.0226319
0.250000 0.062500 0.000000 0.883599 0.0207225 0.601385 0.23044 0.267151 0.302555 1.95135 0.0223219
0.200000 0.062500 0.000000 0.899499 0.0216181 0.600479 0.238398 0.333397 0.327925 1.97769 0.0219669
0.150000 0.062500 0.000000 0.915487 0.0229133 0.615642 0.248821 0.391478 0.333563 2.00379 0.0217306
0.100000 0.062500 0.000000 0.930293 0.0242143 0.607974 0.2562 0.534868 0.306814 2.02975 0.0215759
0.050000 0.062500 0.000000 0.944153 0.025602 0.614842 0.263173 0.586232 0.28567 2.05502 0.0213925
