2.000000 0.062500 0.000000 0.286317 0.00402654 0.0505486 0.0224258 0.00783785 0.00413566 0.91847 0.00806742
1.950000 0.062500 0.000000 0.287129 0.0044833 0.047384 0.0236383 0.00628198 0.00344261 0.933142 0.00768508
1.900000 0.062500 0.000000 0.28616 0.00403 0.0451147 0.0233059 0.00992102 0.0043031 0.944932 0.00694822
1.850000 0.062500 0.000000 0.292633 0.00494874 0.0621978 0.0270055 0.00593438 0.00400692 0.974864 0.00820258
1.800000 0.062500 0.000000 0.292983 0.00551337 0.0549176 0.0281282 0.0118933 0.00493921 0.983043 0.00821171
1.750000 0.062500 0.000000 0.297856 0.00604752 0.0601006 0.0305663 0.0060634 0.00386502 1.00248 0.00949022
1.700000 0.062500 0.000000 0.300684 0.00562086 0.0576483 0.030909 0.00574203 0.00418754 1.02394 0.00908522
1.650000 0.062500 0.000000 0.307686 0.00659131 0.060474 0.0322002 0.0134112 0.00535226 1.04665 0.00938002
1.600000 0.062500 0.000000 0.316958 0.00748565 0.0689309 0.0347213 0.0145721 0.00517617 1.0718 0.0100768
1.550000 0.062500 0.000000 0.31177 0.00758079 0.0702324 0.0378496 0.00580022 0.00395505 1.08599 0.0104787
1.500000 0.062500 0.000000 0.317888 0.00909813 0.0820545 0.041273 0.00439078 0.00386986 1.11802 0.0104145
1.450000 0.062500 0.000000 0.328907 0.00973544 0.0914292 0.0440814 0.00813688 0.00554688 1.13763 0.0119163
1.400000 0.062500 0.000000 0.335273 0.0108965 0.0948664 0.0476033 0.010647 0.00542561 1.16665 0.0125542
1.350000 0.062500 0.000000 0.339266 0.0130676 0.103455 0.0515671 0.00584367 0.00430956 1.19263 0.0137383
1.300000 0.062500 0.000000 0.351196 0.0140457 0.122287 0.0558343 0.0128997 0.00644704 1.21799 0.014889
1.250000 0.062500 0.000000 0.361146 0.0172845 0.126254 0.0624004 0.0123134 0.00802303 1.24486 0.0153102
1.200000 0.062500 0.000000 0.37873 0.0202003 0.154825 0.068368 0.0484056 0.00847179 1.28284 0.017673
1.150000 0.062500 0.000000 0.390575 0.0259606 0.16839 0.0774368 0.0177731 0.00982708 1.31123 0.0207544
1.100000 0.062500 0.000000 0.400188 0.0276453 0.182919 0.0842721 0.00972088 0.00695749 1.34439 0.0208512
1.050000 0.062500 0.000000 0.44287 0.0330374 0.22701 0.0929365 0.0519596 0.0122228 1.38872 0.0253271
1.000000 0.062500 0.000000 0.447755 0.0386068 0.233202 0.100804 0.0201374 0.0129507 1.41438 0.0261383
0.950000 0.062500 0.000000 0.483388 0.0400259 0.276812 0.106104 0.0269954 0.0155272 1.46306 0.0277428
0.900000 0.062500 0.000000 0.510562 0.0412586 0.279625 0.117849 0.0391102 0.0197177 1.4968 0.0281685
0.850000 0.062500 0.000000 0.530937 0.0512844 0.312246 0.133555 0.0344791 0.0232456 1.53916 0.0314239
0.800000 0.062500 0.000000 0.576427 0.0443587 0.312895 0.147332 0.101919 0.0553777 1.58186 0.0294267
0.750000 0.062500 0.000000 0.620247 0.044526 0.398213 0.152905 0.139826 0.0573166 1.62674 0.0316698
0.700000 0.062500 0.000000 0.661353 0.0399864 0.420861 0.161274 0.0652034 0.0525391 1.66643 0.0292423
0.650000 0.062500 0.000000 0.705372 0.0350141 0.474344 0.168269 0.0808727 0.0831988 1.70986 0.0290899
0.600000 0.062500 0.000000 0.72555 0.0335382 0.518657 0.159017 0.0948065 0.0854638 1.7403 0.0280882
0.550000 0.062500 0.000000 0.766004 0.024083 0.508655 0.171959 0.150777 0.147462 1.77827 0.024253
0.500000 0.062500 0.000000 0.78559 0.0220468 0.545304 0.175487 0.139268 0.163001 1.80954 0.0238554
0.450000 0.062500 0.000000 0.810919 0.0201925 0.549383 0.200211 0.22508 0.209238 1.83972 0.0243374
0.400000 0.062500 0.000000 0.83047 0.0183573 0.521403 0.195094 0.444186 0.191463 1.86834 0.0221247
0.350000 0.062500 0.000000 0.848946 0.0195407 0.55926 0.21387 0.339053 0.278924 1.89762 0.022478
0.300000 0.062500 0.000000 0.866159 0.0216494 0.56474 0.236523 0.367181 0.293014 1.9244 0.0225653
0.250000 0.062500 0.000000 0.885178 0.0207396 0.600017 0.228881 0.428594 0.284341 1.95209 0.0222019
0.200000 0.062500 0.000000 0.900296 0.0227765 0.621935 0.246088 0.383149 0.321946 1.97795 0.0223453
0.150000 0.062500 0.000000 0.915319 0.0228615 0.60874 0.252688 0.499785 0.309199 2.00386 0.0215332
0.100000 0.062500 0.000000 0.930043 0.0242106 0.608069 0.255278 0.557371 0.285117 2.02963 0.0213632
0.050000 0.062500 0.000000 0.944348 0.0250596 0.606917 0.254743 0.627257 0.240548 2.05513 0.0214693
