
theta(h[:])	 h[0]	 h[1]	 <m[0]>	 <m[1]>	 <E>	 dim_{Lat}=2	 L=128,128	 J=1.000000,1.000000	 {/Symbol s}_J=0.000000,0.000000	 <J_{ij}>=0.000000,0.000000	 dim_(Spin}=2	 h=-,0.000000	 {/Symbol s}_h=0.500000,0.000000	 <h_i>=0.002450,0.000000	 order=1.000000,0.000000	 order_h=0	 order_r=1	 MCS/{/Symbol d}h=1/0.000100	 

Updating all (first)black/(then)white checkerboard sites simultaneously.. 
0.000000	 0.031250	 0.000000	 0.328386	 -0.830679	 -2.063871	 
0.000100	 0.031250	 0.000020	 0.328453	 -0.830626	 -2.063855	 
0.000200	 0.031250	 0.000039	 0.328520	 -0.830573	 -2.063838	 
0.000300	 0.031250	 0.000059	 0.328588	 -0.830520	 -2.063822	 
0.000400	 0.031250	 0.000079	 0.328655	 -0.830467	 -2.063806	 
0.000500	 0.031250	 0.000098	 0.328722	 -0.830414	 -2.063789	 
0.000600	 0.031250	 0.000118	 0.328789	 -0.830361	 -2.063773	 
0.000700	 0.031250	 0.000137	 0.328856	 -0.830308	 -2.063757	 
0.000800	 0.031250	 0.000157	 0.328923	 -0.830255	 -2.063740	 
0.000900	 0.031250	 0.000177	 0.328990	 -0.830203	 -2.063724	 
0.001000	 0.031249	 0.000196	 0.329056	 -0.830150	 -2.063708	 
0.001100	 0.031249	 0.000216	 0.329123	 -0.830097	 -2.063691	 
0.001200	 0.031249	 0.000236	 0.329189	 -0.830044	 -2.063675	 
0.001300	 0.031249	 0.000255	 0.329256	 -0.829991	 -2.063659	 
0.001400	 0.031249	 0.000275	 0.329322	 -0.829938	 -2.063642	 
0.001500	 0.031249	 0.000295	 0.329388	 -0.829885	 -2.063626	 
0.001600	 0.031248	 0.000314	 0.329455	 -0.829832	 -2.063610	 
0.001700	 0.031248	 0.000334	 0.329521	 -0.829779	 -2.063593	 
0.001800	 0.031248	 0.000353	 0.329587	 -0.829726	 -2.063577	 
0.001900	 0.031248	 0.000373	 0.329653	 -0.829674	 -2.063560	 
0.002000	 0.031248	 0.000393	 0.329719	 -0.829621	 -2.063544	 
0.002100	 0.031247	 0.000412	 0.329784	 -0.829568	 -2.063528	 
0.002200	 0.031247	 0.000432	 0.329850	 -0.829515	 -2.063511	 
0.002300	 0.031247	 0.000452	 0.329916	 -0.829462	 -2.063495	 
0.002400	 0.031246	 0.000471	 0.329981	 -0.829409	 -2.063479	 
0.002500	 0.031246	 0.000491	 0.330047	 -0.829356	 -2.063462	 
0.002600	 0.031246	 0.000510	 0.330112	 -0.829303	 -2.063446	 
0.002700	 0.031246	 0.000530	 0.330177	 -0.829251	 -2.063429	 
0.002800	 0.031245	 0.000550	 0.330242	 -0.829198	 -2.063413	 
0.002900	 0.031245	 0.000569	 0.330307	 -0.829145	 -2.063397	 
0.003000	 0.031244	 0.000589	 0.330372	 -0.829092	 -2.063380	 
0.003100	 0.031244	 0.000609	 0.330437	 -0.829039	 -2.063364	 
0.003200	 0.031244	 0.000628	 0.330502	 -0.828986	 -2.063347	 
0.003300	 0.031243	 0.000648	 0.330567	 -0.828933	 -2.063331	 
0.003400	 0.031243	 0.000668	 0.330632	 -0.828881	 -2.063315	 
0.003500	 0.031242	 0.000687	 0.330696	 -0.828828	 -2.063298	 
0.003600	 0.031242	 0.000707	 0.330761	 -0.828775	 -2.063282	 
0.003700	 0.031242	 0.000726	 0.330825	 -0.828722	 -2.063265	 
0.003800	 0.031241	 0.000746	 0.330889	 -0.828669	 -2.063249	 
0.003900	 0.031241	 0.000766	 0.330954	 -0.828616	 -2.063233	 
0.004000	 0.031240	 0.000785	 0.331018	 -0.828564	 -2.063216	 
0.004100	 0.031240	 0.000805	 0.331082	 -0.828511	 -2.063200	 
