----------------------------------------------------------------------------------
dim_{Spin} = 1 ,
dim_{Lat} = 3 ,
N = ( 16 x 16 x 16 ) ,
T = 1.000000000000e+00 ,
delta_T = 1.000000000000e-01 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 ) ,
sigma_h = ( 2.000000000000e+00 ) ,
<h_i> = ( -3.102112359020e-03 ) ,
order = ( 1.000000000000e+00 ) ,
order_field = 0 ,
order_random = 1 ,
Thermalizing-MCS = 0 ,
Averaging-MCS = 1 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-02 ,
==================================================================================
step	<|m|>	<m[0]>	<E>	
384	4.980468750000e-01	4.980468750000e-01	-2.893028953129e+00	
385	4.980468750000e-01	4.980468750000e-01	-2.892651526511e+00	
386	4.985351562500e-01	4.985351562500e-01	-2.892635107642e+00	
387	5.014648437500e-01	5.014648437500e-01	-2.888101559171e+00	
388	5.073242187500e-01	5.073242187500e-01	-2.885448087063e+00	
389	4.926757812500e-01	4.926757812500e-01	-2.881683903843e+00	
390	4.926757812500e-01	4.926757812500e-01	-2.894340487909e+00	
391	5.029296875000e-01	5.029296875000e-01	-2.896261613475e+00	
392	5.034179687500e-01	5.034179687500e-01	-2.895314301022e+00	
393	4.975585937500e-01	4.975585937500e-01	-2.890218546750e+00	
394	5.039062500000e-01	5.039062500000e-01	-2.890063111513e+00	
395	5.009765625000e-01	5.009765625000e-01	-2.889734301926e+00	
396	4.990234375000e-01	4.990234375000e-01	-2.887244449266e+00	
397	4.980468750000e-01	4.980468750000e-01	-2.886819280427e+00	
398	4.960937500000e-01	4.960937500000e-01	-2.888336865914e+00	
399	4.995117187500e-01	4.995117187500e-01	-2.886893701478e+00	
400	4.995117187500e-01	4.995117187500e-01	-2.887453143762e+00	
401	4.985351562500e-01	4.985351562500e-01	-2.889330327659e+00	
402	4.995117187500e-01	4.995117187500e-01	-2.889418545018e+00	
403	5.019531250000e-01	5.019531250000e-01	-2.888745403387e+00	
404	5.043945312500e-01	5.043945312500e-01	-2.888675193655e+00	
405	4.995117187500e-01	4.995117187500e-01	-2.892210133513e+00	
406	4.995117187500e-01	4.995117187500e-01	-2.892587742810e+00	
407	5.053710937500e-01	5.053710937500e-01	-2.891775726178e+00	
408	5.039062500000e-01	5.039062500000e-01	-2.888177457579e+00	
409	5.004882812500e-01	5.004882812500e-01	-2.884059754266e+00	
410	5.073242187500e-01	5.073242187500e-01	-2.892038872762e+00	
411	5.122070312500e-01	5.122070312500e-01	-2.889585386506e+00	
412	5.112304687500e-01	5.112304687500e-01	-2.891411461144e+00	
413	5.097656250000e-01	5.097656250000e-01	-2.887354365972e+00	
414	5.092773437500e-01	5.092773437500e-01	-2.880082133371e+00	
415	5.078125000000e-01	5.078125000000e-01	-2.879530355832e+00	
416	5.117187500000e-01	5.117187500000e-01	-2.886896429992e+00	
417	5.185546875000e-01	5.185546875000e-01	-2.892216118697e+00	
418	5.122070312500e-01	5.122070312500e-01	-2.887400737693e+00	
419	5.092773437500e-01	5.092773437500e-01	-2.885718015238e+00	
420	5.117187500000e-01	5.117187500000e-01	-2.890898650814e+00	
421	5.141601562500e-01	5.141601562500e-01	-2.889648344546e+00	
422	5.136718750000e-01	5.136718750000e-01	-2.884746062105e+00	
423	5.117187500000e-01	5.117187500000e-01	-2.890516420202e+00	
424	5.092773437500e-01	5.092773437500e-01	-2.891252728022e+00	
425	5.141601562500e-01	5.141601562500e-01	-2.895763044261e+00	
426	5.107421875000e-01	5.107421875000e-01	-2.894087196458e+00	
427	5.117187500000e-01	5.117187500000e-01	-2.893022314535e+00	
428	5.166015625000e-01	5.166015625000e-01	-2.894595613476e+00	
429	5.244140625000e-01	5.244140625000e-01	-2.896613121272e+00	
430	5.307617187500e-01	5.307617187500e-01	-2.894634978737e+00	
431	5.361328125000e-01	5.361328125000e-01	-2.893285001798e+00	
432	5.297851562500e-01	5.297851562500e-01	-2.895652897816e+00	
433	5.288085937500e-01	5.288085937500e-01	-2.896263237822e+00	
434	5.297851562500e-01	5.297851562500e-01	-2.893249007109e+00	
435	5.292968750000e-01	5.292968750000e-01	-2.896215096695e+00	
436	5.302734375000e-01	5.302734375000e-01	-2.898686028210e+00	
437	5.268554687500e-01	5.268554687500e-01	-2.892632594691e+00	
438	5.273437500000e-01	5.273437500000e-01	-2.896615471806e+00	
439	5.302734375000e-01	5.302734375000e-01	-2.897591664429e+00	
440	5.258789062500e-01	5.258789062500e-01	-2.899577805469e+00	
441	5.224609375000e-01	5.224609375000e-01	-2.899205287243e+00	
442	5.161132812500e-01	5.161132812500e-01	-2.892983536406e+00	
443	5.185546875000e-01	5.185546875000e-01	-2.894398828920e+00	
444	5.146484375000e-01	5.146484375000e-01	-2.897104858625e+00	
445	5.175781250000e-01	5.175781250000e-01	-2.896157862015e+00	
446	5.166015625000e-01	5.166015625000e-01	-2.894377822637e+00	
447	5.175781250000e-01	5.175781250000e-01	-2.893468899694e+00	
448	5.205078125000e-01	5.205078125000e-01	-2.894557960719e+00	
449	5.268554687500e-01	5.268554687500e-01	-2.891581137892e+00	
450	5.249023437500e-01	5.249023437500e-01	-2.894124311192e+00	
451	5.249023437500e-01	5.249023437500e-01	-2.898921391551e+00	
452	5.253906250000e-01	5.253906250000e-01	-2.894819028058e+00	
453	5.268554687500e-01	5.268554687500e-01	-2.896914840304e+00	
454	5.263671875000e-01	5.263671875000e-01	-2.896244054248e+00	
455	5.288085937500e-01	5.288085937500e-01	-2.894162888099e+00	
456	5.332031250000e-01	5.332031250000e-01	-2.894489782695e+00	
457	5.366210937500e-01	5.366210937500e-01	-2.895361835053e+00	
458	5.292968750000e-01	5.292968750000e-01	-2.891834037330e+00	
459	5.336914062500e-01	5.336914062500e-01	-2.893837370336e+00	
460	5.312500000000e-01	5.312500000000e-01	-2.888639783734e+00	
461	5.283203125000e-01	5.283203125000e-01	-2.892283938140e+00	
462	5.253906250000e-01	5.253906250000e-01	-2.892201337291e+00	
463	5.229492187500e-01	5.229492187500e-01	-2.888893867148e+00	
464	5.234375000000e-01	5.234375000000e-01	-2.890037846338e+00	
465	5.214843750000e-01	5.214843750000e-01	-2.890956984905e+00	
466	5.161132812500e-01	5.161132812500e-01	-2.888278015316e+00	
467	5.151367187500e-01	5.151367187500e-01	-2.887875396323e+00	
468	5.117187500000e-01	5.117187500000e-01	-2.888800362145e+00	
469	5.126953125000e-01	5.126953125000e-01	-2.891550081234e+00	
470	5.205078125000e-01	5.205078125000e-01	-2.891420304964e+00	
471	5.214843750000e-01	5.214843750000e-01	-2.893774968718e+00	
472	5.229492187500e-01	5.229492187500e-01	-2.890802605530e+00	
473	5.161132812500e-01	5.161132812500e-01	-2.888741598819e+00	
474	5.136718750000e-01	5.136718750000e-01	-2.892038792128e+00	
475	5.166015625000e-01	5.166015625000e-01	-2.887693583449e+00	
476	5.190429687500e-01	5.190429687500e-01	-2.883152781827e+00	
477	5.205078125000e-01	5.205078125000e-01	-2.890629801418e+00	
478	5.244140625000e-01	5.244140625000e-01	-2.893467115679e+00	
479	5.190429687500e-01	5.190429687500e-01	-2.881987171145e+00	
480	5.166015625000e-01	5.166015625000e-01	-2.888494516643e+00	
481	5.166015625000e-01	5.166015625000e-01	-2.890003815468e+00	
482	5.126953125000e-01	5.126953125000e-01	-2.892785784218e+00	
483	5.161132812500e-01	5.161132812500e-01	-2.893163469206e+00	
484	5.209960937500e-01	5.209960937500e-01	-2.893933752035e+00	
485	5.146484375000e-01	5.146484375000e-01	-2.884837799766e+00	
486	5.161132812500e-01	5.161132812500e-01	-2.888082895343e+00	
487	5.122070312500e-01	5.122070312500e-01	-2.885377272625e+00	
488	5.136718750000e-01	5.136718750000e-01	-2.891177983693e+00	
489	5.112304687500e-01	5.112304687500e-01	-2.890899981300e+00	
490	5.102539062500e-01	5.102539062500e-01	-2.891232070070e+00	
491	5.083007812500e-01	5.083007812500e-01	-2.893216880063e+00	
492	5.083007812500e-01	5.083007812500e-01	-2.895408396740e+00	
493	5.126953125000e-01	5.126953125000e-01	-2.894100451953e+00	
494	5.122070312500e-01	5.122070312500e-01	-2.891559715044e+00	
495	5.151367187500e-01	5.151367187500e-01	-2.891959564454e+00	
496	5.166015625000e-01	5.166015625000e-01	-2.890251659251e+00	
497	5.136718750000e-01	5.136718750000e-01	-2.891358557724e+00	
498	5.073242187500e-01	5.073242187500e-01	-2.892002458136e+00	
499	5.131835937500e-01	5.131835937500e-01	-2.897287362101e+00	
500	5.151367187500e-01	5.151367187500e-01	-2.894776782929e+00	
501	5.156250000000e-01	5.156250000000e-01	-2.894709336404e+00	
502	5.161132812500e-01	5.161132812500e-01	-2.899201184623e+00	
503	5.161132812500e-01	5.161132812500e-01	-2.896639325100e+00	
504	5.205078125000e-01	5.205078125000e-01	-2.896591425897e+00	
505	5.239257812500e-01	5.239257812500e-01	-2.886527660848e+00	
506	5.244140625000e-01	5.244140625000e-01	-2.886390140350e+00	
507	5.195312500000e-01	5.195312500000e-01	-2.892569922217e+00	
508	5.175781250000e-01	5.175781250000e-01	-2.894084580725e+00	
509	5.141601562500e-01	5.141601562500e-01	-2.896249521491e+00	
510	5.122070312500e-01	5.122070312500e-01	-2.892575972810e+00	
511	5.161132812500e-01	5.161132812500e-01	-2.890482631063e+00	
512	5.122070312500e-01	5.122070312500e-01	-2.889534829879e+00	
513	5.092773437500e-01	5.092773437500e-01	-2.889656767783e+00	
514	5.166015625000e-01	5.166015625000e-01	-2.895026214870e+00	
515	5.156250000000e-01	5.156250000000e-01	-2.898717972225e+00	
516	5.117187500000e-01	5.117187500000e-01	-2.895301708657e+00	
517	5.126953125000e-01	5.126953125000e-01	-2.889900776531e+00	
518	5.112304687500e-01	5.112304687500e-01	-2.891346375061e+00	
519	5.151367187500e-01	5.151367187500e-01	-2.891780927657e+00	
520	5.156250000000e-01	5.156250000000e-01	-2.887803837801e+00	
521	5.068359375000e-01	5.068359375000e-01	-2.888709696646e+00	
522	5.136718750000e-01	5.136718750000e-01	-2.886866652341e+00	
523	5.087890625000e-01	5.087890625000e-01	-2.890674963378e+00	
524	5.009765625000e-01	5.009765625000e-01	-2.888397652549e+00	
525	5.019531250000e-01	5.019531250000e-01	-2.889044171813e+00	
526	5.039062500000e-01	5.039062500000e-01	-2.888686631413e+00	
527	5.087890625000e-01	5.087890625000e-01	-2.887197686674e+00	
528	5.058593750000e-01	5.058593750000e-01	-2.885173013660e+00	
529	5.073242187500e-01	5.073242187500e-01	-2.885754524685e+00	
530	5.053710937500e-01	5.053710937500e-01	-2.887893486981e+00	
531	5.000000000000e-01	5.000000000000e-01	-2.885599833319e+00	
532	5.083007812500e-01	5.083007812500e-01	-2.890684838469e+00	
533	5.166015625000e-01	5.166015625000e-01	-2.893173917003e+00	
534	5.122070312500e-01	5.122070312500e-01	-2.896152713818e+00	
535	5.073242187500e-01	5.073242187500e-01	-2.891704418305e+00	
536	4.995117187500e-01	4.995117187500e-01	-2.897208666821e+00	
537	5.048828125000e-01	5.048828125000e-01	-2.894906340534e+00	
538	5.073242187500e-01	5.073242187500e-01	-2.899317140291e+00	
539	5.048828125000e-01	5.048828125000e-01	-2.892677317942e+00	
540	5.014648437500e-01	5.014648437500e-01	-2.892423802407e+00	
541	5.019531250000e-01	5.019531250000e-01	-2.883979570533e+00	
542	5.034179687500e-01	5.034179687500e-01	-2.883858310099e+00	
543	5.043945312500e-01	5.043945312500e-01	-2.882867813220e+00	
544	5.073242187500e-01	5.073242187500e-01	-2.888295326374e+00	
545	5.048828125000e-01	5.048828125000e-01	-2.889511085217e+00	
546	5.043945312500e-01	5.043945312500e-01	-2.890138549439e+00	
547	5.029296875000e-01	5.029296875000e-01	-2.891558777685e+00	
548	5.043945312500e-01	5.043945312500e-01	-2.891012672822e+00	
549	5.029296875000e-01	5.029296875000e-01	-2.893349526079e+00	
550	5.053710937500e-01	5.053710937500e-01	-2.896342377915e+00	
551	5.053710937500e-01	5.053710937500e-01	-2.899540285636e+00	
552	5.014648437500e-01	5.014648437500e-01	-2.895055005406e+00	
553	5.009765625000e-01	5.009765625000e-01	-2.894547407120e+00	
554	4.995117187500e-01	4.995117187500e-01	-2.897407307561e+00	
555	5.048828125000e-01	5.048828125000e-01	-2.883911082224e+00	
556	5.024414062500e-01	5.024414062500e-01	-2.890732161834e+00	
557	5.068359375000e-01	5.068359375000e-01	-2.893778620053e+00	
558	4.985351562500e-01	4.985351562500e-01	-2.890791253157e+00	
559	4.970703125000e-01	4.970703125000e-01	-2.888816974429e+00	
560	4.985351562500e-01	4.985351562500e-01	-2.894263486981e+00	
561	5.034179687500e-01	5.034179687500e-01	-2.894516273514e+00	
562	5.068359375000e-01	5.068359375000e-01	-2.893399947638e+00	
563	5.043945312500e-01	5.043945312500e-01	-2.891259328452e+00	
564	5.068359375000e-01	5.068359375000e-01	-2.891750884568e+00	
565	5.004882812500e-01	5.004882812500e-01	-2.888904118643e+00	
566	5.034179687500e-01	5.034179687500e-01	-2.890453825700e+00	
567	5.126953125000e-01	5.126953125000e-01	-2.894529759144e+00	
568	5.126953125000e-01	5.126953125000e-01	-2.890938982598e+00	
569	5.063476562500e-01	5.063476562500e-01	-2.892006455133e+00	
570	5.122070312500e-01	5.122070312500e-01	-2.892878516263e+00	
571	5.112304687500e-01	5.112304687500e-01	-2.890628894839e+00	
572	5.043945312500e-01	5.043945312500e-01	-2.893199676361e+00	
573	5.073242187500e-01	5.073242187500e-01	-2.889868956877e+00	
574	5.185546875000e-01	5.185546875000e-01	-2.892674173198e+00	
575	5.117187500000e-01	5.117187500000e-01	-2.895906842690e+00	
576	5.078125000000e-01	5.078125000000e-01	-2.894894117519e+00	
577	4.995117187500e-01	4.995117187500e-01	-2.895377731586e+00	
578	5.019531250000e-01	5.019531250000e-01	-2.894776071403e+00	
579	5.004882812500e-01	5.004882812500e-01	-2.893244705498e+00	
580	4.912109375000e-01	4.912109375000e-01	-2.890354358590e+00	
581	4.907226562500e-01	4.907226562500e-01	-2.892589463744e+00	
582	4.926757812500e-01	4.926757812500e-01	-2.894948677084e+00	
583	4.985351562500e-01	4.985351562500e-01	-2.893303264053e+00	
584	5.058593750000e-01	5.058593750000e-01	-2.894990486335e+00	
585	5.063476562500e-01	5.063476562500e-01	-2.895417370967e+00	
586	5.000000000000e-01	5.000000000000e-01	-2.888625023955e+00	
587	4.946289062500e-01	4.946289062500e-01	-2.893264205063e+00	
588	4.970703125000e-01	4.970703125000e-01	-2.898797948962e+00	
589	4.916992187500e-01	4.916992187500e-01	-2.898434273964e+00	
590	4.921875000000e-01	4.921875000000e-01	-2.895030389750e+00	
591	4.985351562500e-01	4.985351562500e-01	-2.896677451554e+00	
592	4.970703125000e-01	4.970703125000e-01	-2.894871891139e+00	
593	4.985351562500e-01	4.985351562500e-01	-2.889148107974e+00	
594	5.000000000000e-01	5.000000000000e-01	-2.887622620949e+00	
595	4.960937500000e-01	4.960937500000e-01	-2.880220278282e+00	
596	5.043945312500e-01	5.043945312500e-01	-2.897304924050e+00	
597	5.151367187500e-01	5.151367187500e-01	-2.898345777771e+00	
598	5.131835937500e-01	5.131835937500e-01	-2.889500788977e+00	
599	5.146484375000e-01	5.146484375000e-01	-2.889744223827e+00	
600	5.136718750000e-01	5.136718750000e-01	-2.890755336689e+00	
601	5.136718750000e-01	5.136718750000e-01	-2.890494336928e+00	
602	5.170898437500e-01	5.170898437500e-01	-2.894102475062e+00	
603	5.156250000000e-01	5.156250000000e-01	-2.895419243964e+00	
604	5.205078125000e-01	5.205078125000e-01	-2.896395089427e+00	
605	5.249023437500e-01	5.249023437500e-01	-2.898801647077e+00	
606	5.170898437500e-01	5.170898437500e-01	-2.893958834406e+00	
607	5.185546875000e-01	5.185546875000e-01	-2.893174433636e+00	
608	5.190429687500e-01	5.190429687500e-01	-2.889794230818e+00	
609	5.190429687500e-01	5.190429687500e-01	-2.896226722627e+00	
610	5.185546875000e-01	5.185546875000e-01	-2.898824048085e+00	
611	5.185546875000e-01	5.185546875000e-01	-2.900486260781e+00	
612	5.239257812500e-01	5.239257812500e-01	-2.901704946684e+00	
613	5.205078125000e-01	5.205078125000e-01	-2.895711263023e+00	
614	5.195312500000e-01	5.195312500000e-01	-2.893487383180e+00	
615	5.205078125000e-01	5.205078125000e-01	-2.896213128651e+00	
616	5.185546875000e-01	5.185546875000e-01	-2.896120752572e+00	
617	5.253906250000e-01	5.253906250000e-01	-2.902308991208e+00	
618	5.253906250000e-01	5.253906250000e-01	-2.897247428732e+00	
619	5.195312500000e-01	5.195312500000e-01	-2.896193033058e+00	
620	5.185546875000e-01	5.185546875000e-01	-2.894692704358e+00	
621	5.166015625000e-01	5.166015625000e-01	-2.897247638316e+00	
622	5.209960937500e-01	5.209960937500e-01	-2.899369144441e+00	
623	5.229492187500e-01	5.229492187500e-01	-2.900605578177e+00	
624	5.268554687500e-01	5.268554687500e-01	-2.904186493634e+00	
625	5.288085937500e-01	5.288085937500e-01	-2.905729866356e+00	
626	5.312500000000e-01	5.312500000000e-01	-2.905006601645e+00	
627	5.351562500000e-01	5.351562500000e-01	-2.903687745147e+00	
628	5.336914062500e-01	5.336914062500e-01	-2.900322487827e+00	
629	5.312500000000e-01	5.312500000000e-01	-2.891375342620e+00	
630	5.249023437500e-01	5.249023437500e-01	-2.892134315013e+00	
631	5.322265625000e-01	5.322265625000e-01	-2.894871248487e+00	
632	5.263671875000e-01	5.263671875000e-01	-2.896144264053e+00	
633	5.332031250000e-01	5.332031250000e-01	-2.891084230580e+00	
634	5.371093750000e-01	5.371093750000e-01	-2.889875298428e+00	
635	5.283203125000e-01	5.283203125000e-01	-2.890410802618e+00	
636	5.380859375000e-01	5.380859375000e-01	-2.894184412253e+00	
637	5.351562500000e-01	5.351562500000e-01	-2.898244609487e+00	
638	5.283203125000e-01	5.283203125000e-01	-2.897228976517e+00	
639	5.278320312500e-01	5.278320312500e-01	-2.898594571404e+00	
640	5.361328125000e-01	5.361328125000e-01	-2.903479081238e+00	
641	5.351562500000e-01	5.351562500000e-01	-2.900713310899e+00	
642	5.351562500000e-01	5.351562500000e-01	-2.900216048284e+00	
643	5.385742187500e-01	5.385742187500e-01	-2.899366037911e+00	
644	5.424804687500e-01	5.424804687500e-01	-2.894234783126e+00	
645	5.458984375000e-01	5.458984375000e-01	-2.896162060259e+00	
646	5.371093750000e-01	5.371093750000e-01	-2.897409235266e+00	
647	5.351562500000e-01	5.351562500000e-01	-2.896190284964e+00	
648	5.375976562500e-01	5.375976562500e-01	-2.899819313755e+00	
649	5.395507812500e-01	5.395507812500e-01	-2.900378470958e+00	
650	5.400390625000e-01	5.400390625000e-01	-2.906268390364e+00	
651	5.375976562500e-01	5.375976562500e-01	-2.905311328086e+00	
652	5.312500000000e-01	5.312500000000e-01	-2.896155150104e+00	
653	5.405273437500e-01	5.405273437500e-01	-2.899866524263e+00	
654	5.405273437500e-01	5.405273437500e-01	-2.898509223063e+00	
655	5.380859375000e-01	5.380859375000e-01	-2.897562561995e+00	
656	5.395507812500e-01	5.395507812500e-01	-2.898476319275e+00	
657	5.410156250000e-01	5.410156250000e-01	-2.899347281076e+00	
658	5.332031250000e-01	5.332031250000e-01	-2.892962033815e+00	
659	5.371093750000e-01	5.371093750000e-01	-2.892999026049e+00	
660	5.375976562500e-01	5.375976562500e-01	-2.893029478384e+00	
661	5.385742187500e-01	5.385742187500e-01	-2.896060496371e+00	
662	5.356445312500e-01	5.356445312500e-01	-2.895642577368e+00	
663	5.249023437500e-01	5.249023437500e-01	-2.896653846421e+00	
664	5.317382812500e-01	5.317382812500e-01	-2.896089758661e+00	
665	5.263671875000e-01	5.263671875000e-01	-2.895503369222e+00	
666	5.302734375000e-01	5.302734375000e-01	-2.898056788078e+00	
667	5.297851562500e-01	5.297851562500e-01	-2.899295298630e+00	
668	5.288085937500e-01	5.288085937500e-01	-2.903577827124e+00	
669	5.327148437500e-01	5.327148437500e-01	-2.899488210788e+00	
670	5.273437500000e-01	5.273437500000e-01	-2.899120391991e+00	
671	5.273437500000e-01	5.273437500000e-01	-2.893512253657e+00	
672	5.317382812500e-01	5.317382812500e-01	-2.897384551381e+00	
673	5.390625000000e-01	5.390625000000e-01	-2.894634135304e+00	
674	5.380859375000e-01	5.380859375000e-01	-2.895659946980e+00	
675	5.390625000000e-01	5.390625000000e-01	-2.897920757261e+00	
676	5.415039062500e-01	5.415039062500e-01	-2.898894835806e+00	
677	5.468750000000e-01	5.468750000000e-01	-2.900533537047e+00	
678	5.400390625000e-01	5.400390625000e-01	-2.897843979535e+00	
679	5.375976562500e-01	5.375976562500e-01	-2.897005285803e+00	
680	5.361328125000e-01	5.361328125000e-01	-2.895471414658e+00	
681	5.307617187500e-01	5.307617187500e-01	-2.885632053216e+00	
682	5.346679687500e-01	5.346679687500e-01	-2.893509448232e+00	
683	5.454101562500e-01	5.454101562500e-01	-2.898627066387e+00	
684	5.434570312500e-01	5.434570312500e-01	-2.898109872866e+00	
685	5.434570312500e-01	5.434570312500e-01	-2.895041060903e+00	
686	5.449218750000e-01	5.449218750000e-01	-2.899256630669e+00	
687	5.405273437500e-01	5.405273437500e-01	-2.898693835706e+00	
688	5.483398437500e-01	5.483398437500e-01	-2.900367760756e+00	
689	5.541992187500e-01	5.541992187500e-01	-2.900917523208e+00	
690	5.493164062500e-01	5.493164062500e-01	-2.901102975373e+00	
691	5.478515625000e-01	5.478515625000e-01	-2.900951104853e+00	
692	5.463867187500e-01	5.463867187500e-01	-2.899768873770e+00	
693	5.507812500000e-01	5.507812500000e-01	-2.900804639754e+00	
694	5.532226562500e-01	5.532226562500e-01	-2.901797253144e+00	
695	5.522460937500e-01	5.522460937500e-01	-2.897433255465e+00	
696	5.512695312500e-01	5.512695312500e-01	-2.901741598786e+00	
697	5.463867187500e-01	5.463867187500e-01	-2.899651172596e+00	
698	5.483398437500e-01	5.483398437500e-01	-2.895630422065e+00	
699	5.473632812500e-01	5.473632812500e-01	-2.898118860686e+00	
700	5.463867187500e-01	5.463867187500e-01	-2.897884354119e+00	
701	5.444335937500e-01	5.444335937500e-01	-2.895882691477e+00	
702	5.405273437500e-01	5.405273437500e-01	-2.899173291737e+00	
703	5.429687500000e-01	5.429687500000e-01	-2.899809598517e+00	
704	5.405273437500e-01	5.405273437500e-01	-2.892301075136e+00	
705	5.400390625000e-01	5.400390625000e-01	-2.896669805902e+00	
706	5.380859375000e-01	5.380859375000e-01	-2.896644862105e+00	
707	5.380859375000e-01	5.380859375000e-01	-2.901089468934e+00	
708	5.400390625000e-01	5.400390625000e-01	-2.905105935937e+00	
709	5.375976562500e-01	5.375976562500e-01	-2.906851673898e+00	
710	5.336914062500e-01	5.336914062500e-01	-2.900043490989e+00	
711	5.400390625000e-01	5.400390625000e-01	-2.901128844307e+00	
712	5.380859375000e-01	5.380859375000e-01	-2.899513759838e+00	
713	5.332031250000e-01	5.332031250000e-01	-2.893150899056e+00	
714	5.375976562500e-01	5.375976562500e-01	-2.897346989295e+00	
715	5.415039062500e-01	5.415039062500e-01	-2.899825285513e+00	
716	5.468750000000e-01	5.468750000000e-01	-2.899966594868e+00	
717	5.463867187500e-01	5.463867187500e-01	-2.902776360885e+00	
718	5.410156250000e-01	5.410156250000e-01	-2.905743809723e+00	
719	5.434570312500e-01	5.434570312500e-01	-2.908258993939e+00	
720	5.429687500000e-01	5.429687500000e-01	-2.907694018733e+00	
721	5.405273437500e-01	5.405273437500e-01	-2.903798724297e+00	
722	5.405273437500e-01	5.405273437500e-01	-2.903217099960e+00	
723	5.410156250000e-01	5.410156250000e-01	-2.903774348297e+00	
724	5.371093750000e-01	5.371093750000e-01	-2.900374615441e+00	
725	5.327148437500e-01	5.327148437500e-01	-2.897325763023e+00	
726	5.400390625000e-01	5.400390625000e-01	-2.902229284169e+00	
727	5.488281250000e-01	5.488281250000e-01	-2.897945730170e+00	
728	5.468750000000e-01	5.468750000000e-01	-2.904709845982e+00	
729	5.493164062500e-01	5.493164062500e-01	-2.902660357061e+00	
730	5.410156250000e-01	5.410156250000e-01	-2.897714858163e+00	
731	5.380859375000e-01	5.380859375000e-01	-2.897758407325e+00	
732	5.429687500000e-01	5.429687500000e-01	-2.897481794014e+00	
733	5.493164062500e-01	5.493164062500e-01	-2.902671281320e+00	
734	5.390625000000e-01	5.390625000000e-01	-2.906225690278e+00	
735	5.400390625000e-01	5.400390625000e-01	-2.906194661032e+00	
736	5.458984375000e-01	5.458984375000e-01	-2.907036614287e+00	
737	5.424804687500e-01	5.424804687500e-01	-2.906632535090e+00	
738	5.468750000000e-01	5.468750000000e-01	-2.907681677319e+00	
739	5.546875000000e-01	5.546875000000e-01	-2.907110932129e+00	
740	5.454101562500e-01	5.454101562500e-01	-2.903056775521e+00	
741	5.444335937500e-01	5.444335937500e-01	-2.906669079373e+00	
742	5.444335937500e-01	5.444335937500e-01	-2.908965340323e+00	
743	5.454101562500e-01	5.454101562500e-01	-2.910252093601e+00	
744	5.473632812500e-01	5.473632812500e-01	-2.905701137477e+00	
745	5.483398437500e-01	5.483398437500e-01	-2.908220969792e+00	
746	5.498046875000e-01	5.498046875000e-01	-2.911609255926e+00	
747	5.493164062500e-01	5.493164062500e-01	-2.908555411384e+00	
748	5.488281250000e-01	5.488281250000e-01	-2.907341257885e+00	
749	5.405273437500e-01	5.405273437500e-01	-2.902343347283e+00	
750	5.400390625000e-01	5.400390625000e-01	-2.903368393604e+00	
751	5.410156250000e-01	5.410156250000e-01	-2.904431854004e+00	
752	5.458984375000e-01	5.458984375000e-01	-2.904676910331e+00	
753	5.458984375000e-01	5.458984375000e-01	-2.905818689365e+00	
754	5.473632812500e-01	5.473632812500e-01	-2.909846143491e+00	
755	5.478515625000e-01	5.478515625000e-01	-2.909524198468e+00	
756	5.454101562500e-01	5.454101562500e-01	-2.907883987373e+00	
757	5.424804687500e-01	5.424804687500e-01	-2.902591891324e+00	
758	5.449218750000e-01	5.449218750000e-01	-2.902758290775e+00	
759	5.517578125000e-01	5.517578125000e-01	-2.907403555125e+00	
760	5.498046875000e-01	5.498046875000e-01	-2.907098787305e+00	
761	5.532226562500e-01	5.532226562500e-01	-2.903506914837e+00	
762	5.507812500000e-01	5.507812500000e-01	-2.903786390938e+00	
763	5.458984375000e-01	5.458984375000e-01	-2.907696873479e+00	
764	5.488281250000e-01	5.488281250000e-01	-2.902246522904e+00	
765	5.458984375000e-01	5.458984375000e-01	-2.900442284911e+00	
766	5.498046875000e-01	5.498046875000e-01	-2.901787064135e+00	
767	5.439453125000e-01	5.439453125000e-01	-2.904782162714e+00	
768	5.493164062500e-01	5.493164062500e-01	-2.898055273182e+00	
769	5.502929687500e-01	5.502929687500e-01	-2.897423554646e+00	
770	5.517578125000e-01	5.517578125000e-01	-2.898311356232e+00	
771	5.449218750000e-01	5.449218750000e-01	-2.893016123383e+00	
772	5.507812500000e-01	5.507812500000e-01	-2.894553141003e+00	
773	5.522460937500e-01	5.522460937500e-01	-2.898138074726e+00	
774	5.502929687500e-01	5.502929687500e-01	-2.900450708177e+00	
775	5.488281250000e-01	5.488281250000e-01	-2.896872305464e+00	
776	5.449218750000e-01	5.449218750000e-01	-2.902245401225e+00	
777	5.385742187500e-01	5.385742187500e-01	-2.895846304161e+00	
778	5.341796875000e-01	5.341796875000e-01	-2.896325799524e+00	
779	5.375976562500e-01	5.375976562500e-01	-2.896778587552e+00	
780	5.400390625000e-01	5.400390625000e-01	-2.895821339537e+00	
781	5.478515625000e-01	5.478515625000e-01	-2.898555525113e+00	
