----------------------------------------------------------------------------------
dim_{Spin} = 2 ,
dim_{Lat} = 2 ,
N = ( 128 x 128 ) ,
T = 0.000000000000e+00 ,
delta_T = 5.000000000000e-02 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
sigma_h = ( 1.000000000000e+00 , 0.000000000000e+00 ) ,
<h_i> = ( -2.326736468909e-03 , 0.000000000000e+00 ) ,
order = ( -1.000000000000e+00 , 0.000000000000e+00 ) ,
order_field = 0 ,
order_random = 1 ,
Thermalizing-MCS = 128000 ,
Averaging-MCS = 12800 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-03 ,
delta_{phi} = 1.000000000000e-04 ,
==================================================================================
h[0]	h[0]	h[1]	<m[0]>	<m[1]>	
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------
Updating all sites simultaneously.. 
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------

order = ({-1.000000-->1.000000,0.000000}, 0, 1)
----------------------------------------------------------------------------------
-1.108798451716e+01	-1.108798451716e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.107612571019e+01	-1.107612571019e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.106426690322e+01	-1.106426690322e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.105240809625e+01	-1.105240809625e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.104054928928e+01	-1.104054928928e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.102869048231e+01	-1.102869048231e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.101683167534e+01	-1.101683167534e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.100497286837e+01	-1.100497286837e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.099311406140e+01	-1.099311406140e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.098125525443e+01	-1.098125525443e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.096939644746e+01	-1.096939644746e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.095753764049e+01	-1.095753764049e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.094567883352e+01	-1.094567883352e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.093382002655e+01	-1.093382002655e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.092196121958e+01	-1.092196121958e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.091010241261e+01	-1.091010241261e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.089824360564e+01	-1.089824360564e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.088638479867e+01	-1.088638479867e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.087452599170e+01	-1.087452599170e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.086266718473e+01	-1.086266718473e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.085080837776e+01	-1.085080837776e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.083894957079e+01	-1.083894957079e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.082709076382e+01	-1.082709076382e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
