----------------------------------------------------------------------------------
dim_{Spin} = 1 ,
dim_{Lat} = 3 ,
N = ( 16 x 16 x 16 ) ,
T = 1.000000000000e+00 ,
delta_T = 1.000000000000e-01 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 ) ,
sigma_h = ( 2.000000000000e+00 ) ,
<h_i> = ( -3.102112359020e-03 ) ,
order = ( 1.000000000000e+00 ) ,
order_field = 0 ,
order_random = 0 ,
Thermalizing-MCS = 0 ,
Averaging-MCS = 1 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-02 ,
==================================================================================
step	<|m|>	<m[0]>	<E>	
384	9.877929687500e-01	9.877929687500e-01	-2.988595551288e+00	
385	9.892578125000e-01	9.892578125000e-01	-2.990411711249e+00	
386	9.892578125000e-01	9.892578125000e-01	-2.990112745948e+00	
387	9.863281250000e-01	9.863281250000e-01	-2.987734672310e+00	
388	9.863281250000e-01	9.863281250000e-01	-2.988121957626e+00	
389	9.873046875000e-01	9.873046875000e-01	-2.988965007758e+00	
390	9.882812500000e-01	9.882812500000e-01	-2.992659500416e+00	
391	9.853515625000e-01	9.853515625000e-01	-2.990326319936e+00	
392	9.819335937500e-01	9.819335937500e-01	-2.987869427132e+00	
393	9.863281250000e-01	9.863281250000e-01	-2.992714446404e+00	
394	9.877929687500e-01	9.877929687500e-01	-2.991921631373e+00	
395	9.887695312500e-01	9.887695312500e-01	-2.992978104302e+00	
396	9.863281250000e-01	9.863281250000e-01	-2.987358488931e+00	
397	9.858398437500e-01	9.858398437500e-01	-2.989819349837e+00	
398	9.848632812500e-01	9.848632812500e-01	-2.990106763114e+00	
399	9.843750000000e-01	9.843750000000e-01	-2.990064411036e+00	
400	9.877929687500e-01	9.877929687500e-01	-2.992734896181e+00	
401	9.873046875000e-01	9.873046875000e-01	-2.995389307467e+00	
402	9.873046875000e-01	9.873046875000e-01	-2.994183197101e+00	
403	9.843750000000e-01	9.843750000000e-01	-2.990592673025e+00	
404	9.887695312500e-01	9.887695312500e-01	-2.990569565084e+00	
405	9.877929687500e-01	9.877929687500e-01	-2.986261755789e+00	
406	9.868164062500e-01	9.868164062500e-01	-2.990133912728e+00	
407	9.848632812500e-01	9.848632812500e-01	-2.988964030369e+00	
408	9.863281250000e-01	9.863281250000e-01	-2.988388444431e+00	
409	9.882812500000e-01	9.882812500000e-01	-2.989848861441e+00	
410	9.912109375000e-01	9.912109375000e-01	-2.993674955733e+00	
411	9.882812500000e-01	9.882812500000e-01	-2.991121285684e+00	
412	9.858398437500e-01	9.858398437500e-01	-2.990169195186e+00	
413	9.853515625000e-01	9.853515625000e-01	-2.990217010154e+00	
414	9.838867187500e-01	9.838867187500e-01	-2.988456563837e+00	
415	9.809570312500e-01	9.809570312500e-01	-2.985633354978e+00	
416	9.819335937500e-01	9.819335937500e-01	-2.986029970186e+00	
417	9.853515625000e-01	9.853515625000e-01	-2.988516303064e+00	
418	9.863281250000e-01	9.863281250000e-01	-2.992335950941e+00	
419	9.853515625000e-01	9.853515625000e-01	-2.989576518229e+00	
420	9.873046875000e-01	9.873046875000e-01	-2.991216523234e+00	
421	9.843750000000e-01	9.843750000000e-01	-2.988279875278e+00	
422	9.868164062500e-01	9.868164062500e-01	-2.988174302948e+00	
423	9.843750000000e-01	9.843750000000e-01	-2.988655268410e+00	
424	9.887695312500e-01	9.887695312500e-01	-2.992609174681e+00	
425	9.868164062500e-01	9.868164062500e-01	-2.991096277764e+00	
426	9.897460937500e-01	9.897460937500e-01	-2.991016625925e+00	
427	9.887695312500e-01	9.887695312500e-01	-2.992636657949e+00	
428	9.868164062500e-01	9.868164062500e-01	-2.990783306649e+00	
429	9.858398437500e-01	9.858398437500e-01	-2.983995228633e+00	
430	9.887695312500e-01	9.887695312500e-01	-2.988432086046e+00	
431	9.877929687500e-01	9.877929687500e-01	-2.989771754283e+00	
432	9.882812500000e-01	9.882812500000e-01	-2.993239415145e+00	
433	9.907226562500e-01	9.907226562500e-01	-2.992259180251e+00	
434	9.912109375000e-01	9.912109375000e-01	-2.991407164006e+00	
435	9.887695312500e-01	9.887695312500e-01	-2.991644571175e+00	
436	9.892578125000e-01	9.892578125000e-01	-2.990999526856e+00	
437	9.873046875000e-01	9.873046875000e-01	-2.990346321944e+00	
438	9.829101562500e-01	9.829101562500e-01	-2.986343293691e+00	
439	9.809570312500e-01	9.809570312500e-01	-2.981975683055e+00	
440	9.858398437500e-01	9.858398437500e-01	-2.989481334814e+00	
441	9.877929687500e-01	9.877929687500e-01	-2.992455584058e+00	
442	9.882812500000e-01	9.882812500000e-01	-2.992426411154e+00	
443	9.887695312500e-01	9.887695312500e-01	-2.990800021145e+00	
444	9.892578125000e-01	9.892578125000e-01	-2.992525129598e+00	
445	9.887695312500e-01	9.887695312500e-01	-2.993249557715e+00	
446	9.877929687500e-01	9.877929687500e-01	-2.990727609264e+00	
447	9.902343750000e-01	9.902343750000e-01	-2.993323280475e+00	
448	9.873046875000e-01	9.873046875000e-01	-2.992754577555e+00	
449	9.882812500000e-01	9.882812500000e-01	-2.994290037574e+00	
450	9.873046875000e-01	9.873046875000e-01	-2.991759929815e+00	
451	9.882812500000e-01	9.882812500000e-01	-2.991110083995e+00	
452	9.863281250000e-01	9.863281250000e-01	-2.985759798187e+00	
453	9.887695312500e-01	9.887695312500e-01	-2.990854009975e+00	
454	9.848632812500e-01	9.848632812500e-01	-2.989344876967e+00	
455	9.824218750000e-01	9.824218750000e-01	-2.988098707839e+00	
456	9.843750000000e-01	9.843750000000e-01	-2.989216454055e+00	
457	9.848632812500e-01	9.848632812500e-01	-2.988725543639e+00	
458	9.873046875000e-01	9.873046875000e-01	-2.992869097966e+00	
459	9.882812500000e-01	9.882812500000e-01	-2.993568525391e+00	
460	9.887695312500e-01	9.887695312500e-01	-2.993098499564e+00	
461	9.887695312500e-01	9.887695312500e-01	-2.991643089779e+00	
462	9.877929687500e-01	9.877929687500e-01	-2.991367601253e+00	
463	9.887695312500e-01	9.887695312500e-01	-2.994704198285e+00	
464	9.873046875000e-01	9.873046875000e-01	-2.994563554776e+00	
465	9.892578125000e-01	9.892578125000e-01	-2.993904416513e+00	
466	9.877929687500e-01	9.877929687500e-01	-2.993338493510e+00	
467	9.868164062500e-01	9.868164062500e-01	-2.991375190905e+00	
468	9.892578125000e-01	9.892578125000e-01	-2.993536761800e+00	
469	9.877929687500e-01	9.877929687500e-01	-2.991431078688e+00	
470	9.887695312500e-01	9.887695312500e-01	-2.995327154112e+00	
471	9.873046875000e-01	9.873046875000e-01	-2.992877384463e+00	
472	9.887695312500e-01	9.887695312500e-01	-2.993064237692e+00	
473	9.873046875000e-01	9.873046875000e-01	-2.988812274580e+00	
474	9.868164062500e-01	9.868164062500e-01	-2.991801925823e+00	
475	9.848632812500e-01	9.848632812500e-01	-2.986925042290e+00	
476	9.853515625000e-01	9.853515625000e-01	-2.984552500004e+00	
477	9.882812500000e-01	9.882812500000e-01	-2.990597359381e+00	
478	9.882812500000e-01	9.882812500000e-01	-2.986319134419e+00	
479	9.892578125000e-01	9.892578125000e-01	-2.987520573372e+00	
480	9.887695312500e-01	9.887695312500e-01	-2.984808643114e+00	
481	9.897460937500e-01	9.897460937500e-01	-2.988659268575e+00	
482	9.926757812500e-01	9.926757812500e-01	-2.993380527925e+00	
483	9.887695312500e-01	9.887695312500e-01	-2.988527194565e+00	
484	9.858398437500e-01	9.858398437500e-01	-2.986169970666e+00	
485	9.897460937500e-01	9.897460937500e-01	-2.992272307474e+00	
486	9.916992187500e-01	9.916992187500e-01	-2.993905164859e+00	
487	9.897460937500e-01	9.897460937500e-01	-2.991012978342e+00	
488	9.897460937500e-01	9.897460937500e-01	-2.992361575279e+00	
489	9.877929687500e-01	9.877929687500e-01	-2.991728561548e+00	
490	9.912109375000e-01	9.912109375000e-01	-2.993903029160e+00	
491	9.926757812500e-01	9.926757812500e-01	-2.993448340355e+00	
492	9.936523437500e-01	9.936523437500e-01	-2.994284232935e+00	
493	9.887695312500e-01	9.887695312500e-01	-2.990635764380e+00	
494	9.902343750000e-01	9.902343750000e-01	-2.988966159385e+00	
495	9.877929687500e-01	9.877929687500e-01	-2.990551410563e+00	
496	9.882812500000e-01	9.882812500000e-01	-2.990527051044e+00	
497	9.902343750000e-01	9.902343750000e-01	-2.993872106351e+00	
498	9.892578125000e-01	9.892578125000e-01	-2.992542093654e+00	
499	9.868164062500e-01	9.868164062500e-01	-2.993691928994e+00	
500	9.877929687500e-01	9.877929687500e-01	-2.994480983333e+00	
501	9.858398437500e-01	9.858398437500e-01	-2.994024159194e+00	
502	9.863281250000e-01	9.863281250000e-01	-2.992353407211e+00	
503	9.853515625000e-01	9.853515625000e-01	-2.991736805034e+00	
504	9.838867187500e-01	9.838867187500e-01	-2.987729343322e+00	
505	9.868164062500e-01	9.868164062500e-01	-2.989338152620e+00	
506	9.853515625000e-01	9.853515625000e-01	-2.986792589235e+00	
507	9.858398437500e-01	9.858398437500e-01	-2.987939237355e+00	
508	9.887695312500e-01	9.887695312500e-01	-2.989433580865e+00	
509	9.907226562500e-01	9.907226562500e-01	-2.996188843329e+00	
510	9.902343750000e-01	9.902343750000e-01	-2.995522695134e+00	
511	9.897460937500e-01	9.897460937500e-01	-2.993560713126e+00	
512	9.873046875000e-01	9.873046875000e-01	-2.994324902908e+00	
513	9.853515625000e-01	9.853515625000e-01	-2.991338057975e+00	
514	9.868164062500e-01	9.868164062500e-01	-2.991784887418e+00	
515	9.897460937500e-01	9.897460937500e-01	-2.994878398552e+00	
516	9.892578125000e-01	9.892578125000e-01	-2.994032490674e+00	
517	9.892578125000e-01	9.892578125000e-01	-2.994271570148e+00	
518	9.897460937500e-01	9.897460937500e-01	-2.994305027641e+00	
519	9.868164062500e-01	9.868164062500e-01	-2.990205169354e+00	
520	9.892578125000e-01	9.892578125000e-01	-2.990000745457e+00	
521	9.887695312500e-01	9.887695312500e-01	-2.989700777121e+00	
522	9.892578125000e-01	9.892578125000e-01	-2.993219805892e+00	
523	9.902343750000e-01	9.902343750000e-01	-2.993635046497e+00	
524	9.907226562500e-01	9.907226562500e-01	-2.992168059807e+00	
525	9.863281250000e-01	9.863281250000e-01	-2.989239732580e+00	
526	9.877929687500e-01	9.877929687500e-01	-2.990129384320e+00	
527	9.887695312500e-01	9.887695312500e-01	-2.990549226003e+00	
528	9.873046875000e-01	9.873046875000e-01	-2.992805021941e+00	
529	9.863281250000e-01	9.863281250000e-01	-2.992606592212e+00	
530	9.882812500000e-01	9.882812500000e-01	-2.993143730913e+00	
531	9.892578125000e-01	9.892578125000e-01	-2.994756018866e+00	
532	9.863281250000e-01	9.863281250000e-01	-2.990078601765e+00	
533	9.873046875000e-01	9.873046875000e-01	-2.990052840118e+00	
534	9.868164062500e-01	9.868164062500e-01	-2.989394239249e+00	
535	9.873046875000e-01	9.873046875000e-01	-2.988587437237e+00	
536	9.873046875000e-01	9.873046875000e-01	-2.988500065661e+00	
537	9.863281250000e-01	9.863281250000e-01	-2.988541149696e+00	
538	9.873046875000e-01	9.873046875000e-01	-2.991574183296e+00	
539	9.877929687500e-01	9.877929687500e-01	-2.991730095325e+00	
540	9.873046875000e-01	9.873046875000e-01	-2.988593049612e+00	
541	9.907226562500e-01	9.907226562500e-01	-2.993450533696e+00	
542	9.897460937500e-01	9.897460937500e-01	-2.992002387831e+00	
543	9.902343750000e-01	9.902343750000e-01	-2.992256537410e+00	
544	9.873046875000e-01	9.873046875000e-01	-2.989155364897e+00	
545	9.858398437500e-01	9.858398437500e-01	-2.986642584328e+00	
546	9.863281250000e-01	9.863281250000e-01	-2.988201820919e+00	
547	9.887695312500e-01	9.887695312500e-01	-2.995334043220e+00	
548	9.892578125000e-01	9.892578125000e-01	-2.995953554571e+00	
549	9.897460937500e-01	9.897460937500e-01	-2.992952770524e+00	
550	9.887695312500e-01	9.887695312500e-01	-2.993519651806e+00	
551	9.863281250000e-01	9.863281250000e-01	-2.992498023032e+00	
552	9.843750000000e-01	9.843750000000e-01	-2.986059697688e+00	
553	9.833984375000e-01	9.833984375000e-01	-2.985184941365e+00	
554	9.863281250000e-01	9.863281250000e-01	-2.986008397894e+00	
555	9.833984375000e-01	9.833984375000e-01	-2.984098446266e+00	
556	9.863281250000e-01	9.863281250000e-01	-2.986745515029e+00	
557	9.838867187500e-01	9.838867187500e-01	-2.987198848229e+00	
558	9.843750000000e-01	9.843750000000e-01	-2.987257961299e+00	
559	9.887695312500e-01	9.887695312500e-01	-2.992037194604e+00	
560	9.882812500000e-01	9.882812500000e-01	-2.992774567321e+00	
561	9.902343750000e-01	9.902343750000e-01	-2.996192021160e+00	
562	9.907226562500e-01	9.907226562500e-01	-2.992453226556e+00	
563	9.912109375000e-01	9.912109375000e-01	-2.994518516128e+00	
564	9.897460937500e-01	9.897460937500e-01	-2.994458787634e+00	
565	9.882812500000e-01	9.882812500000e-01	-2.991253627716e+00	
566	9.887695312500e-01	9.887695312500e-01	-2.990810374610e+00	
567	9.897460937500e-01	9.897460937500e-01	-2.993091478581e+00	
568	9.907226562500e-01	9.907226562500e-01	-2.991267130117e+00	
569	9.912109375000e-01	9.912109375000e-01	-2.993814937703e+00	
570	9.902343750000e-01	9.902343750000e-01	-2.991447377272e+00	
571	9.892578125000e-01	9.892578125000e-01	-2.995087406615e+00	
572	9.897460937500e-01	9.897460937500e-01	-2.994300995977e+00	
573	9.887695312500e-01	9.887695312500e-01	-2.995174540663e+00	
574	9.868164062500e-01	9.868164062500e-01	-2.991563827878e+00	
575	9.877929687500e-01	9.877929687500e-01	-2.994956821332e+00	
576	9.892578125000e-01	9.892578125000e-01	-2.995155715103e+00	
577	9.882812500000e-01	9.882812500000e-01	-2.995394507725e+00	
578	9.877929687500e-01	9.877929687500e-01	-2.991833216130e+00	
579	9.882812500000e-01	9.882812500000e-01	-2.992147400123e+00	
580	9.868164062500e-01	9.868164062500e-01	-2.990831510357e+00	
581	9.819335937500e-01	9.819335937500e-01	-2.986358720533e+00	
582	9.833984375000e-01	9.833984375000e-01	-2.986306997664e+00	
583	9.858398437500e-01	9.858398437500e-01	-2.987212871016e+00	
584	9.824218750000e-01	9.824218750000e-01	-2.986536164946e+00	
585	9.858398437500e-01	9.858398437500e-01	-2.988075636360e+00	
586	9.868164062500e-01	9.868164062500e-01	-2.989400853277e+00	
587	9.873046875000e-01	9.873046875000e-01	-2.985877484583e+00	
588	9.887695312500e-01	9.887695312500e-01	-2.989861397149e+00	
589	9.916992187500e-01	9.916992187500e-01	-2.996298061822e+00	
590	9.887695312500e-01	9.887695312500e-01	-2.993048058985e+00	
591	9.897460937500e-01	9.897460937500e-01	-2.994155586548e+00	
592	9.887695312500e-01	9.887695312500e-01	-2.990164717111e+00	
593	9.887695312500e-01	9.887695312500e-01	-2.990599306396e+00	
594	9.868164062500e-01	9.868164062500e-01	-2.988881583627e+00	
595	9.853515625000e-01	9.853515625000e-01	-2.990750024560e+00	
596	9.868164062500e-01	9.868164062500e-01	-2.991316004345e+00	
597	9.887695312500e-01	9.887695312500e-01	-2.991907581906e+00	
598	9.887695312500e-01	9.887695312500e-01	-2.991654999899e+00	
599	9.843750000000e-01	9.843750000000e-01	-2.986041212104e+00	
600	9.833984375000e-01	9.833984375000e-01	-2.986975879654e+00	
601	9.848632812500e-01	9.848632812500e-01	-2.987684801723e+00	
602	9.873046875000e-01	9.873046875000e-01	-2.992158049619e+00	
603	9.843750000000e-01	9.843750000000e-01	-2.990995917192e+00	
604	9.863281250000e-01	9.863281250000e-01	-2.988802967943e+00	
605	9.863281250000e-01	9.863281250000e-01	-2.990497896890e+00	
606	9.863281250000e-01	9.863281250000e-01	-2.988304110657e+00	
607	9.868164062500e-01	9.868164062500e-01	-2.990855704606e+00	
608	9.892578125000e-01	9.892578125000e-01	-2.991807460955e+00	
609	9.882812500000e-01	9.882812500000e-01	-2.991341553619e+00	
610	9.897460937500e-01	9.897460937500e-01	-2.991294670190e+00	
611	9.853515625000e-01	9.853515625000e-01	-2.989004676121e+00	
612	9.902343750000e-01	9.902343750000e-01	-2.991816802966e+00	
613	9.892578125000e-01	9.892578125000e-01	-2.990091764843e+00	
614	9.887695312500e-01	9.887695312500e-01	-2.988964117547e+00	
615	9.863281250000e-01	9.863281250000e-01	-2.988604530087e+00	
616	9.882812500000e-01	9.882812500000e-01	-2.989095160327e+00	
617	9.873046875000e-01	9.873046875000e-01	-2.989925161686e+00	
618	9.912109375000e-01	9.912109375000e-01	-2.991046947098e+00	
619	9.907226562500e-01	9.907226562500e-01	-2.990873977868e+00	
620	9.916992187500e-01	9.916992187500e-01	-2.989931102543e+00	
621	9.897460937500e-01	9.897460937500e-01	-2.989989673821e+00	
622	9.916992187500e-01	9.916992187500e-01	-2.993078550333e+00	
623	9.936523437500e-01	9.936523437500e-01	-2.994269151391e+00	
624	9.912109375000e-01	9.912109375000e-01	-2.991070632080e+00	
625	9.902343750000e-01	9.902343750000e-01	-2.989200345579e+00	
626	9.897460937500e-01	9.897460937500e-01	-2.988870391920e+00	
627	9.873046875000e-01	9.873046875000e-01	-2.988986051017e+00	
628	9.877929687500e-01	9.877929687500e-01	-2.988372870689e+00	
629	9.829101562500e-01	9.829101562500e-01	-2.986501908008e+00	
630	9.833984375000e-01	9.833984375000e-01	-2.985256623176e+00	
631	9.833984375000e-01	9.833984375000e-01	-2.982486535420e+00	
632	9.848632812500e-01	9.848632812500e-01	-2.985335282655e+00	
633	9.833984375000e-01	9.833984375000e-01	-2.981285375702e+00	
634	9.858398437500e-01	9.858398437500e-01	-2.985419312217e+00	
635	9.838867187500e-01	9.838867187500e-01	-2.982859646519e+00	
636	9.863281250000e-01	9.863281250000e-01	-2.988561737438e+00	
637	9.873046875000e-01	9.873046875000e-01	-2.993185512088e+00	
638	9.887695312500e-01	9.887695312500e-01	-2.996103977278e+00	
639	9.863281250000e-01	9.863281250000e-01	-2.992316976229e+00	
640	9.843750000000e-01	9.843750000000e-01	-2.987588149934e+00	
641	9.838867187500e-01	9.838867187500e-01	-2.985750181328e+00	
642	9.809570312500e-01	9.809570312500e-01	-2.985574351068e+00	
643	9.819335937500e-01	9.819335937500e-01	-2.987006608114e+00	
644	9.873046875000e-01	9.873046875000e-01	-2.989084346600e+00	
645	9.873046875000e-01	9.873046875000e-01	-2.988175170958e+00	
646	9.853515625000e-01	9.853515625000e-01	-2.986981542660e+00	
647	9.843750000000e-01	9.843750000000e-01	-2.984451513478e+00	
648	9.877929687500e-01	9.877929687500e-01	-2.991235211380e+00	
649	9.902343750000e-01	9.902343750000e-01	-2.995417832905e+00	
650	9.873046875000e-01	9.873046875000e-01	-2.994235638673e+00	
651	9.892578125000e-01	9.892578125000e-01	-2.994659696012e+00	
652	9.882812500000e-01	9.882812500000e-01	-2.993805702559e+00	
653	9.887695312500e-01	9.887695312500e-01	-2.996727226073e+00	
654	9.897460937500e-01	9.897460937500e-01	-2.995804173907e+00	
655	9.868164062500e-01	9.868164062500e-01	-2.995598493598e+00	
656	9.882812500000e-01	9.882812500000e-01	-2.995526214280e+00	
657	9.877929687500e-01	9.877929687500e-01	-2.992752039891e+00	
658	9.873046875000e-01	9.873046875000e-01	-2.991793790917e+00	
659	9.848632812500e-01	9.848632812500e-01	-2.987031633156e+00	
660	9.882812500000e-01	9.882812500000e-01	-2.988878952892e+00	
661	9.873046875000e-01	9.873046875000e-01	-2.990973387981e+00	
662	9.892578125000e-01	9.892578125000e-01	-2.993566083170e+00	
663	9.877929687500e-01	9.877929687500e-01	-2.991560575781e+00	
664	9.887695312500e-01	9.887695312500e-01	-2.991459586639e+00	
665	9.912109375000e-01	9.912109375000e-01	-2.989634041200e+00	
666	9.902343750000e-01	9.902343750000e-01	-2.988561645751e+00	
667	9.873046875000e-01	9.873046875000e-01	-2.988008006820e+00	
668	9.882812500000e-01	9.882812500000e-01	-2.988888633418e+00	
669	9.882812500000e-01	9.882812500000e-01	-2.992214053796e+00	
670	9.897460937500e-01	9.897460937500e-01	-2.990855970964e+00	
671	9.877929687500e-01	9.877929687500e-01	-2.988846609978e+00	
672	9.863281250000e-01	9.863281250000e-01	-2.987768566930e+00	
673	9.858398437500e-01	9.858398437500e-01	-2.988265877155e+00	
674	9.868164062500e-01	9.868164062500e-01	-2.991338295007e+00	
675	9.838867187500e-01	9.838867187500e-01	-2.989200790692e+00	
676	9.887695312500e-01	9.887695312500e-01	-2.992567196891e+00	
677	9.887695312500e-01	9.887695312500e-01	-2.990679759254e+00	
678	9.877929687500e-01	9.877929687500e-01	-2.990088708140e+00	
679	9.892578125000e-01	9.892578125000e-01	-2.990917188209e+00	
680	9.882812500000e-01	9.882812500000e-01	-2.990571316697e+00	
681	9.799804687500e-01	9.799804687500e-01	-2.979547513150e+00	
682	9.790039062500e-01	9.790039062500e-01	-2.976334707126e+00	
683	9.799804687500e-01	9.799804687500e-01	-2.977925536062e+00	
684	9.838867187500e-01	9.838867187500e-01	-2.984702353448e+00	
685	9.814453125000e-01	9.814453125000e-01	-2.982457125156e+00	
686	9.838867187500e-01	9.838867187500e-01	-2.984372860313e+00	
687	9.863281250000e-01	9.863281250000e-01	-2.987108564369e+00	
688	9.902343750000e-01	9.902343750000e-01	-2.993333614783e+00	
689	9.853515625000e-01	9.853515625000e-01	-2.988942239067e+00	
690	9.868164062500e-01	9.868164062500e-01	-2.990979245268e+00	
691	9.838867187500e-01	9.838867187500e-01	-2.992126408402e+00	
692	9.843750000000e-01	9.843750000000e-01	-2.989951293441e+00	
693	9.843750000000e-01	9.843750000000e-01	-2.990308370269e+00	
694	9.863281250000e-01	9.863281250000e-01	-2.993053220080e+00	
695	9.858398437500e-01	9.858398437500e-01	-2.990835690160e+00	
696	9.892578125000e-01	9.892578125000e-01	-2.994142382153e+00	
697	9.863281250000e-01	9.863281250000e-01	-2.990123163864e+00	
698	9.858398437500e-01	9.858398437500e-01	-2.988982833432e+00	
699	9.843750000000e-01	9.843750000000e-01	-2.988191322393e+00	
700	9.882812500000e-01	9.882812500000e-01	-2.988804845423e+00	
701	9.853515625000e-01	9.853515625000e-01	-2.983012473217e+00	
702	9.843750000000e-01	9.843750000000e-01	-2.981020631593e+00	
703	9.853515625000e-01	9.853515625000e-01	-2.986944990002e+00	
704	9.858398437500e-01	9.858398437500e-01	-2.992972139858e+00	
705	9.863281250000e-01	9.863281250000e-01	-2.991227062446e+00	
706	9.843750000000e-01	9.843750000000e-01	-2.988497575708e+00	
707	9.863281250000e-01	9.863281250000e-01	-2.992451347127e+00	
708	9.868164062500e-01	9.868164062500e-01	-2.992555114290e+00	
709	9.907226562500e-01	9.907226562500e-01	-2.995751951485e+00	
710	9.882812500000e-01	9.882812500000e-01	-2.994705129355e+00	
711	9.892578125000e-01	9.892578125000e-01	-2.994386087239e+00	
712	9.877929687500e-01	9.877929687500e-01	-2.991577410160e+00	
713	9.868164062500e-01	9.868164062500e-01	-2.992011973674e+00	
714	9.863281250000e-01	9.863281250000e-01	-2.989509348067e+00	
715	9.863281250000e-01	9.863281250000e-01	-2.989796557276e+00	
716	9.843750000000e-01	9.843750000000e-01	-2.992729531275e+00	
717	9.868164062500e-01	9.868164062500e-01	-2.991917619248e+00	
718	9.877929687500e-01	9.877929687500e-01	-2.992536147182e+00	
719	9.897460937500e-01	9.897460937500e-01	-2.994789318894e+00	
720	9.887695312500e-01	9.887695312500e-01	-2.992769477673e+00	
721	9.897460937500e-01	9.897460937500e-01	-2.994339912260e+00	
722	9.858398437500e-01	9.858398437500e-01	-2.992288203857e+00	
723	9.863281250000e-01	9.863281250000e-01	-2.993616024316e+00	
724	9.863281250000e-01	9.863281250000e-01	-2.994162986840e+00	
725	9.863281250000e-01	9.863281250000e-01	-2.992808623544e+00	
726	9.877929687500e-01	9.877929687500e-01	-2.992076564872e+00	
727	9.897460937500e-01	9.897460937500e-01	-2.994481403923e+00	
728	9.887695312500e-01	9.887695312500e-01	-2.992575280896e+00	
729	9.897460937500e-01	9.897460937500e-01	-2.994291129032e+00	
730	9.887695312500e-01	9.887695312500e-01	-2.994225595142e+00	
731	9.873046875000e-01	9.873046875000e-01	-2.991957520493e+00	
732	9.892578125000e-01	9.892578125000e-01	-2.991369225225e+00	
733	9.907226562500e-01	9.907226562500e-01	-2.992486734715e+00	
734	9.897460937500e-01	9.897460937500e-01	-2.992208489967e+00	
735	9.877929687500e-01	9.877929687500e-01	-2.986442454864e+00	
736	9.897460937500e-01	9.897460937500e-01	-2.988718031348e+00	
737	9.887695312500e-01	9.887695312500e-01	-2.989377559423e+00	
738	9.907226562500e-01	9.907226562500e-01	-2.994230161179e+00	
739	9.912109375000e-01	9.912109375000e-01	-2.994030014708e+00	
740	9.897460937500e-01	9.897460937500e-01	-2.989440174174e+00	
741	9.916992187500e-01	9.916992187500e-01	-2.989866032710e+00	
742	9.926757812500e-01	9.926757812500e-01	-2.991650649599e+00	
743	9.907226562500e-01	9.907226562500e-01	-2.992153283190e+00	
744	9.882812500000e-01	9.882812500000e-01	-2.984702348261e+00	
745	9.912109375000e-01	9.912109375000e-01	-2.988294465324e+00	
746	9.921875000000e-01	9.921875000000e-01	-2.992777105158e+00	
747	9.887695312500e-01	9.887695312500e-01	-2.990464304034e+00	
748	9.882812500000e-01	9.882812500000e-01	-2.991163066499e+00	
749	9.863281250000e-01	9.863281250000e-01	-2.988223280707e+00	
750	9.873046875000e-01	9.873046875000e-01	-2.992050318716e+00	
751	9.882812500000e-01	9.882812500000e-01	-2.991614421130e+00	
752	9.882812500000e-01	9.882812500000e-01	-2.992339237807e+00	
753	9.877929687500e-01	9.877929687500e-01	-2.990578527754e+00	
754	9.892578125000e-01	9.892578125000e-01	-2.992472648977e+00	
755	9.897460937500e-01	9.897460937500e-01	-2.992195393504e+00	
756	9.858398437500e-01	9.858398437500e-01	-2.991074579593e+00	
757	9.833984375000e-01	9.833984375000e-01	-2.990113930511e+00	
758	9.838867187500e-01	9.838867187500e-01	-2.991544130179e+00	
759	9.829101562500e-01	9.829101562500e-01	-2.991210354311e+00	
760	9.848632812500e-01	9.848632812500e-01	-2.989588898702e+00	
761	9.892578125000e-01	9.892578125000e-01	-2.992980056720e+00	
762	9.897460937500e-01	9.897460937500e-01	-2.994430400969e+00	
763	9.887695312500e-01	9.887695312500e-01	-2.993703690522e+00	
764	9.882812500000e-01	9.882812500000e-01	-2.992787747075e+00	
765	9.853515625000e-01	9.853515625000e-01	-2.989682691179e+00	
766	9.843750000000e-01	9.843750000000e-01	-2.983723219474e+00	
767	9.843750000000e-01	9.843750000000e-01	-2.986943654939e+00	
768	9.829101562500e-01	9.829101562500e-01	-2.986545286981e+00	
769	9.833984375000e-01	9.833984375000e-01	-2.987504057397e+00	
770	9.824218750000e-01	9.824218750000e-01	-2.989364666729e+00	
771	9.814453125000e-01	9.814453125000e-01	-2.987018869810e+00	
772	9.829101562500e-01	9.829101562500e-01	-2.988101580137e+00	
773	9.824218750000e-01	9.824218750000e-01	-2.990356224518e+00	
774	9.829101562500e-01	9.829101562500e-01	-2.989314610792e+00	
775	9.887695312500e-01	9.887695312500e-01	-2.992622292316e+00	
776	9.863281250000e-01	9.863281250000e-01	-2.992125589401e+00	
777	9.868164062500e-01	9.868164062500e-01	-2.993116094601e+00	
778	9.833984375000e-01	9.833984375000e-01	-2.989146437022e+00	
779	9.838867187500e-01	9.838867187500e-01	-2.988317131608e+00	
780	9.853515625000e-01	9.853515625000e-01	-2.988367808503e+00	
781	9.838867187500e-01	9.838867187500e-01	-2.986626978738e+00	
