----------------------------------------------------------------------------------
dim_{Spin} = 1 ,
dim_{Lat} = 3 ,
N = ( 16 x 16 x 16 ) ,
T = 1.000000000000e+00 ,
delta_T = 1.000000000000e-01 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 ) ,
sigma_h = ( 2.000000000000e+00 ) ,
<h_i> = ( -3.102112359020e-03 ) ,
order = ( 1.000000000000e+00 ) ,
order_field = 0 ,
order_random = 0 ,
Thermalizing-MCS = 0 ,
Averaging-MCS = 1 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-02 ,
==================================================================================
step	<|m|>	<m[0]>	<E>	
26	9.853515625000e-01	9.853515625000e-01	-2.988243471903e+00	
27	9.873046875000e-01	9.873046875000e-01	-2.989101592962e+00	
28	9.858398437500e-01	9.858398437500e-01	-2.987782834708e+00	
29	9.897460937500e-01	9.897460937500e-01	-2.991469819302e+00	
30	9.907226562500e-01	9.907226562500e-01	-2.992235009998e+00	
31	9.902343750000e-01	9.902343750000e-01	-2.987102912337e+00	
32	9.853515625000e-01	9.853515625000e-01	-2.983930596670e+00	
33	9.868164062500e-01	9.868164062500e-01	-2.992280992324e+00	
34	9.882812500000e-01	9.882812500000e-01	-2.992255222123e+00	
35	9.897460937500e-01	9.897460937500e-01	-2.990432601076e+00	
36	9.897460937500e-01	9.897460937500e-01	-2.991869143179e+00	
37	9.892578125000e-01	9.892578125000e-01	-2.989480031385e+00	
38	9.882812500000e-01	9.882812500000e-01	-2.991992656761e+00	
39	9.868164062500e-01	9.868164062500e-01	-2.991702871224e+00	
40	9.873046875000e-01	9.873046875000e-01	-2.990509407449e+00	
41	9.863281250000e-01	9.863281250000e-01	-2.987951756564e+00	
42	9.912109375000e-01	9.912109375000e-01	-2.993134437308e+00	
43	9.892578125000e-01	9.892578125000e-01	-2.993476348522e+00	
44	9.858398437500e-01	9.858398437500e-01	-2.990835698931e+00	
45	9.853515625000e-01	9.853515625000e-01	-2.990782103785e+00	
46	9.848632812500e-01	9.848632812500e-01	-2.990359985271e+00	
47	9.882812500000e-01	9.882812500000e-01	-2.990908139186e+00	
48	9.843750000000e-01	9.843750000000e-01	-2.980895909117e+00	
49	9.809570312500e-01	9.809570312500e-01	-2.982359749114e+00	
50	9.848632812500e-01	9.848632812500e-01	-2.983465154272e+00	
51	9.868164062500e-01	9.868164062500e-01	-2.984686846458e+00	
52	9.858398437500e-01	9.858398437500e-01	-2.988503744636e+00	
53	9.829101562500e-01	9.829101562500e-01	-2.988248176085e+00	
54	9.819335937500e-01	9.819335937500e-01	-2.989453132338e+00	
55	9.843750000000e-01	9.843750000000e-01	-2.988731909938e+00	
56	9.853515625000e-01	9.853515625000e-01	-2.990279258908e+00	
57	9.843750000000e-01	9.843750000000e-01	-2.989814987499e+00	
58	9.843750000000e-01	9.843750000000e-01	-2.985622484718e+00	
59	9.848632812500e-01	9.848632812500e-01	-2.990700456449e+00	
60	9.819335937500e-01	9.819335937500e-01	-2.990070762175e+00	
61	9.853515625000e-01	9.853515625000e-01	-2.988751958523e+00	
62	9.838867187500e-01	9.838867187500e-01	-2.986943071598e+00	
63	9.838867187500e-01	9.838867187500e-01	-2.987269575932e+00	
64	9.858398437500e-01	9.858398437500e-01	-2.990855632535e+00	
65	9.877929687500e-01	9.877929687500e-01	-2.990060557655e+00	
66	9.863281250000e-01	9.863281250000e-01	-2.990171319111e+00	
67	9.824218750000e-01	9.824218750000e-01	-2.984944888921e+00	
68	9.877929687500e-01	9.877929687500e-01	-2.992206705411e+00	
69	9.863281250000e-01	9.863281250000e-01	-2.989156567074e+00	
70	9.848632812500e-01	9.848632812500e-01	-2.984946168812e+00	
71	9.848632812500e-01	9.848632812500e-01	-2.979057193160e+00	
72	9.838867187500e-01	9.838867187500e-01	-2.978547242734e+00	
73	9.858398437500e-01	9.858398437500e-01	-2.982106791549e+00	
74	9.843750000000e-01	9.843750000000e-01	-2.981911683007e+00	
75	9.858398437500e-01	9.858398437500e-01	-2.989222257114e+00	
76	9.848632812500e-01	9.848632812500e-01	-2.989957566556e+00	
77	9.868164062500e-01	9.868164062500e-01	-2.993448263986e+00	
78	9.882812500000e-01	9.882812500000e-01	-2.989649528847e+00	
79	9.912109375000e-01	9.912109375000e-01	-2.993985026061e+00	
80	9.892578125000e-01	9.892578125000e-01	-2.991984764018e+00	
81	9.887695312500e-01	9.887695312500e-01	-2.991591877206e+00	
82	9.868164062500e-01	9.868164062500e-01	-2.987712228416e+00	
83	9.863281250000e-01	9.863281250000e-01	-2.990443233446e+00	
84	9.892578125000e-01	9.892578125000e-01	-2.989454919027e+00	
85	9.863281250000e-01	9.863281250000e-01	-2.987229267941e+00	
86	9.833984375000e-01	9.833984375000e-01	-2.982746893912e+00	
87	9.848632812500e-01	9.848632812500e-01	-2.985676789926e+00	
88	9.887695312500e-01	9.887695312500e-01	-2.985739228610e+00	
89	9.848632812500e-01	9.848632812500e-01	-2.986198303054e+00	
90	9.853515625000e-01	9.853515625000e-01	-2.986400893015e+00	
91	9.843750000000e-01	9.843750000000e-01	-2.985367961808e+00	
92	9.853515625000e-01	9.853515625000e-01	-2.988894562434e+00	
93	9.833984375000e-01	9.833984375000e-01	-2.991063149528e+00	
94	9.848632812500e-01	9.848632812500e-01	-2.990572810152e+00	
95	9.829101562500e-01	9.829101562500e-01	-2.988905541916e+00	
96	9.848632812500e-01	9.848632812500e-01	-2.986591006823e+00	
97	9.858398437500e-01	9.858398437500e-01	-2.990343849593e+00	
98	9.863281250000e-01	9.863281250000e-01	-2.991773649328e+00	
99	9.863281250000e-01	9.863281250000e-01	-2.990773993686e+00	
100	9.853515625000e-01	9.853515625000e-01	-2.989612725243e+00	
101	9.858398437500e-01	9.858398437500e-01	-2.991145945276e+00	
102	9.833984375000e-01	9.833984375000e-01	-2.987430137467e+00	
103	9.843750000000e-01	9.843750000000e-01	-2.988116448895e+00	
104	9.838867187500e-01	9.838867187500e-01	-2.986621573492e+00	
105	9.780273437500e-01	9.780273437500e-01	-2.983303972059e+00	
106	9.809570312500e-01	9.809570312500e-01	-2.983835933012e+00	
107	9.838867187500e-01	9.838867187500e-01	-2.987984581305e+00	
108	9.833984375000e-01	9.833984375000e-01	-2.986532146884e+00	
109	9.858398437500e-01	9.858398437500e-01	-2.985825523022e+00	
110	9.877929687500e-01	9.877929687500e-01	-2.990313737605e+00	
111	9.912109375000e-01	9.912109375000e-01	-2.994917090415e+00	
112	9.912109375000e-01	9.912109375000e-01	-2.994301751976e+00	
113	9.902343750000e-01	9.902343750000e-01	-2.993708106996e+00	
114	9.882812500000e-01	9.882812500000e-01	-2.990632010054e+00	
115	9.877929687500e-01	9.877929687500e-01	-2.991266717452e+00	
116	9.873046875000e-01	9.873046875000e-01	-2.992851808771e+00	
117	9.877929687500e-01	9.877929687500e-01	-2.992867630302e+00	
118	9.912109375000e-01	9.912109375000e-01	-2.994518285353e+00	
119	9.916992187500e-01	9.916992187500e-01	-2.995308651167e+00	
120	9.892578125000e-01	9.892578125000e-01	-2.993896371417e+00	
121	9.907226562500e-01	9.907226562500e-01	-2.994046656212e+00	
122	9.882812500000e-01	9.882812500000e-01	-2.991682915618e+00	
123	9.858398437500e-01	9.858398437500e-01	-2.984832096175e+00	
124	9.809570312500e-01	9.809570312500e-01	-2.984158705470e+00	
125	9.814453125000e-01	9.814453125000e-01	-2.981556608986e+00	
126	9.833984375000e-01	9.833984375000e-01	-2.981993807269e+00	
127	9.819335937500e-01	9.819335937500e-01	-2.981695254222e+00	
128	9.824218750000e-01	9.824218750000e-01	-2.987489097396e+00	
129	9.873046875000e-01	9.873046875000e-01	-2.990199705300e+00	
130	9.868164062500e-01	9.868164062500e-01	-2.991774147755e+00	
131	9.873046875000e-01	9.873046875000e-01	-2.992042867812e+00	
132	9.853515625000e-01	9.853515625000e-01	-2.990446850978e+00	
133	9.848632812500e-01	9.848632812500e-01	-2.992216571616e+00	
134	9.833984375000e-01	9.833984375000e-01	-2.991409312330e+00	
135	9.838867187500e-01	9.838867187500e-01	-2.991977466940e+00	
136	9.848632812500e-01	9.848632812500e-01	-2.990564826047e+00	
137	9.848632812500e-01	9.848632812500e-01	-2.991777576142e+00	
138	9.838867187500e-01	9.838867187500e-01	-2.989401978717e+00	
139	9.848632812500e-01	9.848632812500e-01	-2.988729177195e+00	
140	9.833984375000e-01	9.833984375000e-01	-2.989153780588e+00	
141	9.863281250000e-01	9.863281250000e-01	-2.991757374411e+00	
142	9.863281250000e-01	9.863281250000e-01	-2.991561326683e+00	
143	9.833984375000e-01	9.833984375000e-01	-2.991314769932e+00	
144	9.897460937500e-01	9.897460937500e-01	-2.994863312676e+00	
145	9.882812500000e-01	9.882812500000e-01	-2.994914752626e+00	
146	9.892578125000e-01	9.892578125000e-01	-2.993897019987e+00	
147	9.868164062500e-01	9.868164062500e-01	-2.992003413283e+00	
148	9.873046875000e-01	9.873046875000e-01	-2.990925779434e+00	
149	9.873046875000e-01	9.873046875000e-01	-2.991671062753e+00	
150	9.882812500000e-01	9.882812500000e-01	-2.989819056820e+00	
151	9.838867187500e-01	9.838867187500e-01	-2.989058007569e+00	
152	9.848632812500e-01	9.848632812500e-01	-2.986546535664e+00	
153	9.838867187500e-01	9.838867187500e-01	-2.979836250030e+00	
154	9.829101562500e-01	9.829101562500e-01	-2.986787311688e+00	
155	9.833984375000e-01	9.833984375000e-01	-2.989537655886e+00	
156	9.858398437500e-01	9.858398437500e-01	-2.987822969524e+00	
157	9.868164062500e-01	9.868164062500e-01	-2.991453861331e+00	
158	9.843750000000e-01	9.843750000000e-01	-2.987765658721e+00	
159	9.902343750000e-01	9.902343750000e-01	-2.992825777179e+00	
160	9.877929687500e-01	9.877929687500e-01	-2.993764933569e+00	
161	9.892578125000e-01	9.892578125000e-01	-2.993944978176e+00	
162	9.907226562500e-01	9.907226562500e-01	-2.995569061926e+00	
163	9.892578125000e-01	9.892578125000e-01	-2.993833901400e+00	
164	9.877929687500e-01	9.877929687500e-01	-2.991188558171e+00	
165	9.902343750000e-01	9.902343750000e-01	-2.993998442560e+00	
166	9.926757812500e-01	9.926757812500e-01	-2.994653906926e+00	
167	9.916992187500e-01	9.916992187500e-01	-2.990312735916e+00	
168	9.912109375000e-01	9.912109375000e-01	-2.989280913537e+00	
169	9.892578125000e-01	9.892578125000e-01	-2.987825471207e+00	
170	9.873046875000e-01	9.873046875000e-01	-2.986496224642e+00	
171	9.887695312500e-01	9.887695312500e-01	-2.989853369887e+00	
172	9.887695312500e-01	9.887695312500e-01	-2.991518299219e+00	
173	9.838867187500e-01	9.838867187500e-01	-2.985517737894e+00	
174	9.853515625000e-01	9.853515625000e-01	-2.984274414212e+00	
175	9.882812500000e-01	9.882812500000e-01	-2.981995359448e+00	
176	9.960937500000e-01	9.960937500000e-01	-2.994947735037e+00	
177	9.926757812500e-01	9.926757812500e-01	-2.994696167521e+00	
178	9.882812500000e-01	9.882812500000e-01	-2.988586009721e+00	
179	9.892578125000e-01	9.892578125000e-01	-2.994523596380e+00	
180	9.863281250000e-01	9.863281250000e-01	-2.990690431150e+00	
181	9.868164062500e-01	9.868164062500e-01	-2.989122150452e+00	
182	9.868164062500e-01	9.868164062500e-01	-2.989847818201e+00	
183	9.843750000000e-01	9.843750000000e-01	-2.988219915082e+00	
184	9.873046875000e-01	9.873046875000e-01	-2.991510437210e+00	
185	9.892578125000e-01	9.892578125000e-01	-2.991330781731e+00	
186	9.892578125000e-01	9.892578125000e-01	-2.993981872026e+00	
187	9.887695312500e-01	9.887695312500e-01	-2.992733704906e+00	
188	9.892578125000e-01	9.892578125000e-01	-2.993287323547e+00	
189	9.902343750000e-01	9.902343750000e-01	-2.994557710379e+00	
190	9.912109375000e-01	9.912109375000e-01	-2.994420125369e+00	
191	9.873046875000e-01	9.873046875000e-01	-2.992827043117e+00	
192	9.882812500000e-01	9.882812500000e-01	-2.993202546628e+00	
193	9.843750000000e-01	9.843750000000e-01	-2.988616992442e+00	
194	9.873046875000e-01	9.873046875000e-01	-2.990830634497e+00	
195	9.887695312500e-01	9.887695312500e-01	-2.990209228466e+00	
196	9.882812500000e-01	9.882812500000e-01	-2.993299316089e+00	
197	9.887695312500e-01	9.887695312500e-01	-2.993253804161e+00	
198	9.873046875000e-01	9.873046875000e-01	-2.991479837735e+00	
199	9.877929687500e-01	9.877929687500e-01	-2.990013717780e+00	
200	9.848632812500e-01	9.848632812500e-01	-2.990555780701e+00	
201	9.863281250000e-01	9.863281250000e-01	-2.992221162898e+00	
202	9.843750000000e-01	9.843750000000e-01	-2.986421858949e+00	
203	9.838867187500e-01	9.838867187500e-01	-2.989484104617e+00	
204	9.853515625000e-01	9.853515625000e-01	-2.992178895424e+00	
205	9.853515625000e-01	9.853515625000e-01	-2.989626559575e+00	
206	9.892578125000e-01	9.892578125000e-01	-2.992870946566e+00	
207	9.863281250000e-01	9.863281250000e-01	-2.991600576410e+00	
208	9.848632812500e-01	9.848632812500e-01	-2.990927019069e+00	
209	9.838867187500e-01	9.838867187500e-01	-2.992735684643e+00	
210	9.873046875000e-01	9.873046875000e-01	-2.991490351593e+00	
211	9.848632812500e-01	9.848632812500e-01	-2.989797902241e+00	
212	9.829101562500e-01	9.829101562500e-01	-2.986074885906e+00	
213	9.838867187500e-01	9.838867187500e-01	-2.987608244490e+00	
214	9.863281250000e-01	9.863281250000e-01	-2.991687293084e+00	
215	9.873046875000e-01	9.873046875000e-01	-2.993051179333e+00	
216	9.877929687500e-01	9.877929687500e-01	-2.991770921778e+00	
217	9.882812500000e-01	9.882812500000e-01	-2.993956449050e+00	
218	9.902343750000e-01	9.902343750000e-01	-2.991870322480e+00	
219	9.858398437500e-01	9.858398437500e-01	-2.990259973076e+00	
220	9.853515625000e-01	9.853515625000e-01	-2.990980053504e+00	
221	9.863281250000e-01	9.863281250000e-01	-2.992267741939e+00	
222	9.882812500000e-01	9.882812500000e-01	-2.991598937307e+00	
223	9.897460937500e-01	9.897460937500e-01	-2.996094111985e+00	
224	9.902343750000e-01	9.902343750000e-01	-2.993504501168e+00	
225	9.912109375000e-01	9.912109375000e-01	-2.996567857546e+00	
226	9.912109375000e-01	9.912109375000e-01	-2.996690158312e+00	
227	9.882812500000e-01	9.882812500000e-01	-2.993914477076e+00	
228	9.907226562500e-01	9.907226562500e-01	-2.995817679679e+00	
229	9.897460937500e-01	9.897460937500e-01	-2.995490820298e+00	
230	9.892578125000e-01	9.892578125000e-01	-2.995711412209e+00	
231	9.873046875000e-01	9.873046875000e-01	-2.994349175545e+00	
232	9.838867187500e-01	9.838867187500e-01	-2.991934499775e+00	
233	9.863281250000e-01	9.863281250000e-01	-2.994068077128e+00	
234	9.882812500000e-01	9.882812500000e-01	-2.994631232513e+00	
235	9.877929687500e-01	9.877929687500e-01	-2.996557153025e+00	
236	9.868164062500e-01	9.868164062500e-01	-2.992363174944e+00	
237	9.858398437500e-01	9.858398437500e-01	-2.992651443050e+00	
238	9.892578125000e-01	9.892578125000e-01	-2.992058373011e+00	
239	9.873046875000e-01	9.873046875000e-01	-2.991907352368e+00	
240	9.858398437500e-01	9.858398437500e-01	-2.987306365955e+00	
241	9.882812500000e-01	9.882812500000e-01	-2.992431318425e+00	
242	9.843750000000e-01	9.843750000000e-01	-2.989756356878e+00	
243	9.868164062500e-01	9.868164062500e-01	-2.990596109750e+00	
244	9.868164062500e-01	9.868164062500e-01	-2.992078772918e+00	
245	9.887695312500e-01	9.887695312500e-01	-2.992722102658e+00	
246	9.897460937500e-01	9.897460937500e-01	-2.992446303837e+00	
247	9.882812500000e-01	9.882812500000e-01	-2.990354109653e+00	
248	9.892578125000e-01	9.892578125000e-01	-2.988388125971e+00	
249	9.863281250000e-01	9.863281250000e-01	-2.989743224587e+00	
250	9.868164062500e-01	9.868164062500e-01	-2.993791352034e+00	
251	9.863281250000e-01	9.863281250000e-01	-2.991737347465e+00	
252	9.858398437500e-01	9.858398437500e-01	-2.993159891091e+00	
253	9.853515625000e-01	9.853515625000e-01	-2.992926239044e+00	
254	9.863281250000e-01	9.863281250000e-01	-2.993259248371e+00	
255	9.882812500000e-01	9.882812500000e-01	-2.989934189851e+00	
256	9.863281250000e-01	9.863281250000e-01	-2.990141372953e+00	
257	9.829101562500e-01	9.829101562500e-01	-2.984324082093e+00	
258	9.843750000000e-01	9.843750000000e-01	-2.985789367332e+00	
259	9.843750000000e-01	9.843750000000e-01	-2.987616317318e+00	
260	9.833984375000e-01	9.833984375000e-01	-2.991415122731e+00	
261	9.858398437500e-01	9.858398437500e-01	-2.993161222079e+00	
262	9.843750000000e-01	9.843750000000e-01	-2.989568761479e+00	
263	9.858398437500e-01	9.858398437500e-01	-2.989052802694e+00	
264	9.892578125000e-01	9.892578125000e-01	-2.995692641328e+00	
265	9.882812500000e-01	9.882812500000e-01	-2.994521838226e+00	
266	9.873046875000e-01	9.873046875000e-01	-2.993273487898e+00	
267	9.897460937500e-01	9.897460937500e-01	-2.994042049692e+00	
268	9.887695312500e-01	9.887695312500e-01	-2.992746358362e+00	
269	9.892578125000e-01	9.892578125000e-01	-2.993159629103e+00	
270	9.892578125000e-01	9.892578125000e-01	-2.994717823940e+00	
271	9.892578125000e-01	9.892578125000e-01	-2.994916033285e+00	
272	9.902343750000e-01	9.902343750000e-01	-2.995317716546e+00	
273	9.887695312500e-01	9.887695312500e-01	-2.995069467498e+00	
274	9.887695312500e-01	9.887695312500e-01	-2.993577524258e+00	
275	9.873046875000e-01	9.873046875000e-01	-2.991610266436e+00	
276	9.868164062500e-01	9.868164062500e-01	-2.991965487741e+00	
277	9.887695312500e-01	9.887695312500e-01	-2.992600858323e+00	
278	9.882812500000e-01	9.882812500000e-01	-2.992041648586e+00	
279	9.882812500000e-01	9.882812500000e-01	-2.991238813537e+00	
280	9.863281250000e-01	9.863281250000e-01	-2.992309742538e+00	
281	9.882812500000e-01	9.882812500000e-01	-2.993219028920e+00	
282	9.882812500000e-01	9.882812500000e-01	-2.993089871147e+00	
283	9.897460937500e-01	9.897460937500e-01	-2.994777980542e+00	
284	9.848632812500e-01	9.848632812500e-01	-2.990829701270e+00	
285	9.829101562500e-01	9.829101562500e-01	-2.985598360588e+00	
286	9.848632812500e-01	9.848632812500e-01	-2.987927392259e+00	
287	9.848632812500e-01	9.848632812500e-01	-2.989923124456e+00	
288	9.887695312500e-01	9.887695312500e-01	-2.996539286067e+00	
289	9.858398437500e-01	9.858398437500e-01	-2.988142874852e+00	
290	9.829101562500e-01	9.829101562500e-01	-2.987004299050e+00	
291	9.877929687500e-01	9.877929687500e-01	-2.989971636656e+00	
292	9.912109375000e-01	9.912109375000e-01	-2.996162211121e+00	
293	9.916992187500e-01	9.916992187500e-01	-2.995169903822e+00	
294	9.873046875000e-01	9.873046875000e-01	-2.991705928613e+00	
295	9.892578125000e-01	9.892578125000e-01	-2.993084536878e+00	
296	9.848632812500e-01	9.848632812500e-01	-2.992711537367e+00	
297	9.848632812500e-01	9.848632812500e-01	-2.990289988869e+00	
298	9.868164062500e-01	9.868164062500e-01	-2.993957346167e+00	
299	9.868164062500e-01	9.868164062500e-01	-2.992968019596e+00	
300	9.843750000000e-01	9.843750000000e-01	-2.993005926001e+00	
301	9.863281250000e-01	9.863281250000e-01	-2.990193686090e+00	
302	9.853515625000e-01	9.853515625000e-01	-2.989423835700e+00	
303	9.848632812500e-01	9.848632812500e-01	-2.988571115879e+00	
304	9.838867187500e-01	9.838867187500e-01	-2.988391839151e+00	
305	9.853515625000e-01	9.853515625000e-01	-2.990772051382e+00	
306	9.877929687500e-01	9.877929687500e-01	-2.993489477478e+00	
307	9.877929687500e-01	9.877929687500e-01	-2.990373156651e+00	
308	9.877929687500e-01	9.877929687500e-01	-2.991082167082e+00	
309	9.887695312500e-01	9.887695312500e-01	-2.992088739134e+00	
310	9.873046875000e-01	9.873046875000e-01	-2.991298192874e+00	
311	9.877929687500e-01	9.877929687500e-01	-2.992317525530e+00	
312	9.843750000000e-01	9.843750000000e-01	-2.991351315505e+00	
313	9.868164062500e-01	9.868164062500e-01	-2.993595624951e+00	
314	9.868164062500e-01	9.868164062500e-01	-2.992143202376e+00	
315	9.877929687500e-01	9.877929687500e-01	-2.993232342153e+00	
316	9.829101562500e-01	9.829101562500e-01	-2.988730146096e+00	
317	9.824218750000e-01	9.824218750000e-01	-2.988175994386e+00	
318	9.829101562500e-01	9.829101562500e-01	-2.988597587962e+00	
319	9.858398437500e-01	9.858398437500e-01	-2.993531102858e+00	
320	9.853515625000e-01	9.853515625000e-01	-2.992502281323e+00	
321	9.858398437500e-01	9.858398437500e-01	-2.991911491268e+00	
322	9.868164062500e-01	9.868164062500e-01	-2.991131496596e+00	
323	9.868164062500e-01	9.868164062500e-01	-2.991961373214e+00	
324	9.853515625000e-01	9.853515625000e-01	-2.992111816962e+00	
325	9.868164062500e-01	9.868164062500e-01	-2.992867446944e+00	
326	9.868164062500e-01	9.868164062500e-01	-2.988690633763e+00	
327	9.897460937500e-01	9.897460937500e-01	-2.993049980653e+00	
328	9.858398437500e-01	9.858398437500e-01	-2.991000408230e+00	
329	9.916992187500e-01	9.916992187500e-01	-2.992899980219e+00	
330	9.907226562500e-01	9.907226562500e-01	-2.993018260292e+00	
331	9.892578125000e-01	9.892578125000e-01	-2.991889054947e+00	
332	9.897460937500e-01	9.897460937500e-01	-2.993730868220e+00	
333	9.868164062500e-01	9.868164062500e-01	-2.991584284097e+00	
334	9.853515625000e-01	9.853515625000e-01	-2.990361660237e+00	
335	9.838867187500e-01	9.838867187500e-01	-2.985247338783e+00	
336	9.863281250000e-01	9.863281250000e-01	-2.994097908686e+00	
337	9.848632812500e-01	9.848632812500e-01	-2.991139055064e+00	
338	9.887695312500e-01	9.887695312500e-01	-2.993783428956e+00	
339	9.848632812500e-01	9.848632812500e-01	-2.985016501390e+00	
340	9.853515625000e-01	9.853515625000e-01	-2.988114852979e+00	
341	9.858398437500e-01	9.858398437500e-01	-2.989411191716e+00	
342	9.892578125000e-01	9.892578125000e-01	-2.990792444843e+00	
343	9.873046875000e-01	9.873046875000e-01	-2.992800992992e+00	
344	9.858398437500e-01	9.858398437500e-01	-2.989579089473e+00	
345	9.853515625000e-01	9.853515625000e-01	-2.985165327264e+00	
346	9.858398437500e-01	9.858398437500e-01	-2.990070404275e+00	
347	9.863281250000e-01	9.863281250000e-01	-2.988078166785e+00	
348	9.858398437500e-01	9.858398437500e-01	-2.991134348973e+00	
349	9.863281250000e-01	9.863281250000e-01	-2.994826568102e+00	
350	9.873046875000e-01	9.873046875000e-01	-2.993029428977e+00	
351	9.833984375000e-01	9.833984375000e-01	-2.988066490902e+00	
352	9.882812500000e-01	9.882812500000e-01	-2.991020073711e+00	
353	9.887695312500e-01	9.887695312500e-01	-2.991740489519e+00	
354	9.877929687500e-01	9.877929687500e-01	-2.992512707606e+00	
355	9.882812500000e-01	9.882812500000e-01	-2.995390951722e+00	
356	9.863281250000e-01	9.863281250000e-01	-2.994465598081e+00	
357	9.873046875000e-01	9.873046875000e-01	-2.991804048606e+00	
358	9.853515625000e-01	9.853515625000e-01	-2.990530176045e+00	
359	9.848632812500e-01	9.848632812500e-01	-2.989271492891e+00	
360	9.858398437500e-01	9.858398437500e-01	-2.988701148199e+00	
361	9.858398437500e-01	9.858398437500e-01	-2.991322545320e+00	
362	9.824218750000e-01	9.824218750000e-01	-2.988144149455e+00	
363	9.868164062500e-01	9.868164062500e-01	-2.992870401625e+00	
364	9.853515625000e-01	9.853515625000e-01	-2.991921476728e+00	
365	9.863281250000e-01	9.863281250000e-01	-2.991518479096e+00	
366	9.853515625000e-01	9.853515625000e-01	-2.989220966464e+00	
367	9.843750000000e-01	9.843750000000e-01	-2.990361887171e+00	
368	9.838867187500e-01	9.838867187500e-01	-2.989558597658e+00	
369	9.868164062500e-01	9.868164062500e-01	-2.994033942828e+00	
370	9.877929687500e-01	9.877929687500e-01	-2.992931050940e+00	
371	9.877929687500e-01	9.877929687500e-01	-2.995574381297e+00	
372	9.868164062500e-01	9.868164062500e-01	-2.994292130276e+00	
373	9.897460937500e-01	9.897460937500e-01	-2.995107620399e+00	
374	9.912109375000e-01	9.912109375000e-01	-2.995500617393e+00	
375	9.902343750000e-01	9.902343750000e-01	-2.992591873254e+00	
376	9.877929687500e-01	9.877929687500e-01	-2.991746065107e+00	
377	9.882812500000e-01	9.882812500000e-01	-2.993057449964e+00	
378	9.882812500000e-01	9.882812500000e-01	-2.992727516769e+00	
379	9.882812500000e-01	9.882812500000e-01	-2.990832821475e+00	
380	9.873046875000e-01	9.873046875000e-01	-2.988947216968e+00	
381	9.873046875000e-01	9.873046875000e-01	-2.987177625434e+00	
382	9.848632812500e-01	9.848632812500e-01	-2.987329302395e+00	
383	9.887695312500e-01	9.887695312500e-01	-2.988378275479e+00	
