T	 |m|	 <m[0]>	 <m[1]>	 <E>	 dim_{Lat}=2	 L=16,16	 J=1.000000,1.000000	 {/Symbol s}_J=0.000000,0.000000	 <J_{ij}>=0.000000,0.000000	 dim_{Spin}=2	 h=0.071429,0.000000	 {/Symbol s}_h=0.500000,0.000000	 <h_i>=0.030300,0.000000	 order=1.000000,0.000000	 order_h=0	 order_r=1	 (thermalizing-MCS,averaging-MCS)/{/Symbol D}T=(128000,12800)/0.050000	 
Cooling... 
1.800000	 0.239619	 0.101173	 -0.002626	 -0.833823	 
1.750000	 0.246337	 0.111482	 0.001152	 -0.857539	 
1.700000	 0.252411	 0.115877	 0.000975	 -0.880633	 
1.650000	 0.258069	 0.131374	 0.000377	 -0.909530	 
T	 |m|	 <m[0]>	 <m[1]>	 <E>	 dim_{Lat}=2	 L=16,16	 J=1.000000,1.000000	 {/Symbol s}_J=0.000000,0.000000	 <J_{ij}>=0.000000,0.000000	 dim_{Spin}=2	 h=0.071429,0.000000	 {/Symbol s}_h=0.500000,0.000000	 <h_i>=0.030300,0.000000	 order=1.000000,0.000000	 order_h=0	 order_r=1	 (thermalizing-MCS,averaging-MCS)/{/Symbol D}T=(128000,12800)/0.050000	 
Cooling... 
1.800000	 0.239194	 0.099789	 -0.002314	 -0.835735	 
1.750000	 0.246538	 0.112053	 -0.002176	 -0.856892	 
1.700000	 0.251991	 0.115666	 0.000332	 -0.882410	 
1.650000	 0.258654	 0.129507	 -0.001363	 -0.906703	 
T	 |m|	 <m[0]>	 <m[1]>	 <E>	 dim_{Lat}=2	 L=16,16	 J=1.000000,1.000000	 {/Symbol s}_J=0.000000,0.000000	 <J_{ij}>=0.000000,0.000000	 dim_{Spin}=2	 h=0.071429,0.000000	 {/Symbol s}_h=0.500000,0.000000	 <h_i>=0.030300,0.000000	 order=1.000000,0.000000	 order_h=0	 order_r=1	 (thermalizing-MCS,averaging-MCS)/{/Symbol D}T=(128000,12800)/0.050000	 
Cooling... 
1.800000	 0.240577	 0.101589	 -0.004576	 -0.833270	 
1.750000	 0.245651	 0.111230	 0.001302	 -0.861928	 
1.700000	 0.250182	 0.115595	 0.003983	 -0.879046	 
1.650000	 0.259366	 0.127810	 0.000471	 -0.908443	 
