5.51174784260909156e-01	8.34389811296219253e-01	
5.31915934743541374e-01	8.46797164831050275e-01	
4.60186285900119618e-01	8.87822382162926527e-01	
2.26779211795876401e-01	9.73946194148958666e-01	
9.07250515126683255e-02	9.95875978738328560e-01	
-1.83807061603329464e-01	9.82962341142706197e-01	
3.90447680864495425e-02	9.99237462310673896e-01	
2.02181858437299388e-03	9.99997956122717135e-01	
-1.32778436460115806e-01	9.91145744485243174e-01	
1.76933930717072918e-01	9.84222730971504145e-01	
7.32934803997888629e-02	9.97310415934219430e-01	
2.54089478385674250e-02	9.99677140565761402e-01	
1.37719071639682056e-01	9.90471330885808077e-01	
-4.54506556236549189e-02	9.98966584978386529e-01	
5.59108529873926854e-02	9.98435764843298323e-01	
2.14235493652007891e-01	9.76782039791723733e-01	
2.35986072751338011e-01	9.71756437317191191e-01	
-1.76482755725940153e-02	9.99844257056724750e-01	
-3.56139829711805855e-01	9.34432673707873973e-01	
-3.99782994587358498e-01	9.16609817337106669e-01	
-3.37596164494901763e-01	9.41291044108213848e-01	
-4.43751824088684688e-01	8.96149718862850109e-01	
-4.01844468800985177e-01	9.15707935366978365e-01	
-2.31790993953832430e-01	9.72765611605331371e-01	
-5.45693499600827692e-01	8.37984847412768907e-01	
-2.27861364674446593e-01	9.73693585523032423e-01	
1.53903464786162309e-02	9.99881561603807256e-01	
3.89943270710581047e-01	9.20838881470333215e-01	
5.76186525683006101e-01	8.17318229101337557e-01	
5.47895551297730599e-01	8.36546749959711344e-01	
7.40131556534341262e-01	6.72462102294287600e-01	
7.33203678641645928e-01	6.80009092311535279e-01	
6.61066040784684228e-01	7.50327721546566684e-01	
7.51097496843919354e-01	6.60191298211964206e-01	
7.58062175171203556e-01	6.52182289375220381e-01	
7.38391345361687823e-01	6.74372464662486570e-01	
4.67024851380068606e-01	8.84244190364530946e-01	
1.55323879929114950e-01	9.87863600060132852e-01	
4.68317965247659063e-01	8.83560005560625528e-01	
2.76588530141746003e-01	9.60988441654751835e-01	
4.42448967692249784e-01	8.96793683624088955e-01	
5.43400451102451609e-01	8.39473614678657998e-01	
4.16991818014917748e-01	9.08910239632392813e-01	
1.14285090552794469e-01	9.93447994651627253e-01	
2.66988266346734227e-01	9.63699779824175873e-01	
8.06355350460763037e-02	9.96743653347154757e-01	
