0.000000 0.250000 0.000000 0.999891 0.00024017 0.000641876 0.00128911 2.2497 0.00382 0.250000
0.000000 0.125000 0.000000 0.937025 0.012452 0.116029 0.0737493 2.12604 0.00358448 0.125000
0.000000 0.100000 0.000000 0.848098 0.0207829 0.224546 0.140078 2.10374 0.00334919 0.100000
0.000000 0.083333 0.000000 0.753068 0.0284221 0.388252 0.171384 2.09046 0.00299632 0.083333
0.000000 0.071429 0.000000 0.67058 0.033013 0.502447 0.188313 2.08224 0.00276882 0.071429
0.000000 0.062500 0.000000 0.590927 0.0358559 0.649222 0.144057 2.0767 0.00247024 0.062500
0.000000 0.050000 0.000000 0.483637 0.034911 0.74499 0.119784 2.07017 0.00227138 0.050000
0.000000 0.031250 0.000000 0.306449 0.0364846 0.846742 0.013357 2.06278 0.00173602 0.031250
0.000000 0.015625 0.000000 0.153327 0.0379885 0.883973 0.00890904 2.05918 0.00142209 0.015625
0.000000 0.007812 0.000000 0.0754849 0.0377216 0.893182 0.00738151 2.05829 0.00131671 0.007812
0.000000 0.000000 0.000000 0.0313308 0.0230023 0.896039 0.00687226 2.05801 0.0012628 0.000000
