2.000000 0.0688157 0.00282162 0.057425 0.00358208 -7.28837e-05 0.00021581 -0.61378 0.00138509
1.990000 0.0705039 0.00287488 0.0597082 0.00358978 -0.00157667 0.000217412 -0.618289 0.0013921
1.980000 0.0705859 0.00293169 0.0595086 0.00367024 -0.00114562 0.000201121 -0.622529 0.00142437
1.970000 0.0717239 0.00300608 0.060799 0.00373509 -0.00214776 0.000200901 -0.626612 0.00142668
1.960000 0.0727837 0.00309641 0.0623842 0.00377012 -0.000827016 0.00020507 -0.629993 0.0014668
1.950000 0.0737809 0.00315145 0.0636898 0.00381442 -0.000389767 0.000214373 -0.633334 0.00147422
1.940000 0.0736783 0.00317646 0.0630414 0.0038863 0.000178667 0.000195971 -0.636733 0.00148572
1.930000 0.073751 0.0031852 0.0631422 0.0038987 0.000572287 0.000211248 -0.639844 0.00150443
1.920000 0.0753668 0.00327908 0.0649886 0.00398362 -0.00145743 0.000213748 -0.64475 0.00151056
1.910000 0.0763862 0.00334658 0.0661457 0.00403025 -0.0011964 0.000213849 -0.649166 0.00155092
1.900000 0.0772581 0.00345757 0.0671705 0.0041326 -0.00283703 0.000240456 -0.653338 0.00156629
1.890000 0.0781232 0.0035145 0.0681258 0.00418022 -0.00233042 0.000233505 -0.657514 0.00160914
1.880000 0.0801482 0.0035677 0.0700506 0.00422916 -0.0015056 0.000265923 -0.661776 0.00163115
1.870000 0.0801957 0.00367418 0.0705163 0.00431503 0.00194429 0.000232276 -0.665092 0.00166035
1.860000 0.0803844 0.00366526 0.0704944 0.00436172 -0.000303798 0.000249627 -0.669263 0.00166316
1.850000 0.0814224 0.00373529 0.0715601 0.00443107 -0.000402496 0.000250974 -0.673487 0.00168817
1.840000 0.083788 0.00389985 0.0744594 0.00453894 -0.00133504 0.000280238 -0.67862 0.00172606
1.830000 0.0836266 0.00395159 0.0741531 0.00457661 -0.00269558 0.000254185 -0.683214 0.00174015
1.820000 0.0853206 0.00404082 0.0760148 0.00466968 -0.00230027 0.000280971 -0.688418 0.00175401
1.810000 0.0886004 0.00414441 0.0795515 0.00471919 -0.00169342 0.000261582 -0.692805 0.0018283
1.800000 0.0888867 0.00423897 0.0801067 0.00481978 -7.57597e-05 0.000284472 -0.696633 0.00183021
1.790000 0.0885578 0.00433834 0.0795112 0.00495998 3.57364e-05 0.000294095 -0.701057 0.00186959
1.780000 0.0897715 0.00433186 0.0803823 0.00498329 0.000815403 0.000307502 -0.705242 0.00185256
1.770000 0.0919494 0.00438401 0.0829885 0.00499099 -0.0030285 0.000282793 -0.710995 0.00190605
1.760000 0.0929921 0.00455838 0.0842756 0.00513844 -0.000997713 0.000323004 -0.716369 0.00193234
1.750000 0.0937781 0.00463525 0.0848065 0.00521147 -0.00328034 0.000321839 -0.721368 0.00195404
1.740000 0.095757 0.00475134 0.0871811 0.00530482 -0.00248098 0.000323049 -0.726549 0.00199258
1.730000 0.0987766 0.00488872 0.090422 0.00540426 -0.000691411 0.000314883 -0.73156 0.00203592
1.720000 0.0984371 0.00491235 0.0898414 0.00547192 0.000734953 0.00033408 -0.735667 0.00203581
1.710000 0.0998036 0.00498902 0.091429 0.00554998 -0.000358481 0.000352795 -0.740863 0.00207683
1.700000 0.10238 0.0050973 0.0937557 0.0056761 -0.000494341 0.000326693 -0.746713 0.00211055
1.690000 0.103858 0.00525323 0.095677 0.0057891 -0.000856295 0.000379625 -0.752251 0.00216159
