0.050000 0.885208 0.00686851 0.031265 0.0232076 0.88433 0.0070013 2.03286 0.00126214 0.000000
0.050000 0.885547 0.00680705 0.0758459 0.037567 0.881467 0.00751193 2.03314 0.00131409 0.007812
0.050000 0.886433 0.00665244 0.153074 0.0378849 0.872252 0.00903352 2.03403 0.00141993 0.015625
0.050000 0.8897 0.0064668 0.305723 0.0359419 0.834645 0.0132913 2.03763 0.00173552 0.031250
0.050000 0.883137 0.0633291 0.48154 0.0351676 0.732783 0.117489 2.04498 0.00227141 0.050000
0.050000 0.876394 0.0638271 0.588616 0.0355233 0.63582 0.141745 2.05154 0.00247141 0.062500
0.050000 0.845108 0.0737669 0.668065 0.0325267 0.48761 0.185612 2.05709 0.00276046 0.071429
0.050000 0.855017 0.0561751 0.749296 0.027606 0.379469 0.167078 2.06534 0.00299975 0.083333
0.050000 0.880059 0.0309232 0.843475 0.0203556 0.213499 0.133694 2.07865 0.00332314 0.100000
0.050000 0.937268 0.0119193 0.929688 0.0119715 0.0981097 0.0656179 2.10089 0.00358561 0.125000
0.050000 0.988912 0.000247255 0.988804 0.000252031 0.00124684 0.00116971 2.22453 0.0038204 0.250000
